"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Optimal_Nu",0.3,0.1,0.3,0.2,0.8,0.5,0.7,0.3,0.4,0.5
"Optimal_RMSE",0.000443071782151305,0.00396172489410833,0.000338290088063033,0.00818963825980311,0.000256683745535929,0.000285631109427042,0.000768399495611313,0.00211889826191763,0.00073631219051948,0.000324417496023654
