"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Optimal_Nu",0.7,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9
"Optimal_RMSE",8.40105924230873,4.90164563470805,4.4313140034047,3.86312005103936,5.3403594261962,5.03757063444195,7.22234803357328,5.76148507552073,5.83931738102511,5.77932610369644
