"","Nu_Optimal","Eps_Optimal","Scale_Optimal","C2"
"95%",0.777322037166276,0.62302890709455,2.68318751842265,24.9244986095175
"95%",0.776877642048874,0.624747837161126,2.6756216178662,24.9949780362943
"95%",0.780838248006986,0.609516671398094,2.74005527214511,24.3830892947127
"95%",0.78334856964723,0.599965185796484,2.73824088872895,24.0922462139635
"95%",0.781274842716146,0.607849809689176,2.7186375342123,24.3022605509428
"95%",0.776205072952561,0.627354158296121,2.68703393599259,24.9098605370887
"95%",0.783219225822378,0.600455401381706,2.75658077614231,23.9677495656268
"95%",0.777392129973072,0.622758017029703,2.67208445048329,24.9501402577085
"95%",0.779416630355977,0.614960858656789,2.71592688273189,24.5473772669974
"95%",0.999995000034096,9.99999999983584e-06,3.22217591184579,20.7552614759913
"95%",0.775502158030776,0.630084280754094,2.66552278717986,25.064881341288
"95%",0.999995000035632,9.99999999982048e-06,3.12985384459842,21.3009568913446
