"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"RobustEps",0.0144267344388163,0.0108878249946626,0.00125870604082488,0.0331113380071544,0.003253788174099,1e-05,1e-05,0.00846400548215709,1e-05,1e-05
"Scale",0.755513670076901,0.747917109171858,0.783944971056818,0.768349549231938,0.811876073592963,0.804926449339186,0.744379020633018,0.82127626300181,0.771103938859856,0.758381380222548
"New_RMSE",5.24607930517063,2.75757753176552,2.63123910945571,2.66559332482054,3.35360226786811,3.2633492353114,5.07932076679239,3.35066894715371,3.57189976911655,4.49666228491471
