,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
TotalEps,9.675606911,5.882439595,4.008411906,2.749240251,1.580166411,0.824970292,0.358625414,0.037406984,0.000257552,0.00028248,NA,0.63246881
TotalEps,9.982931629,6.172618081,4.16512464,2.912945793,1.79369543,1.013091833,0.347160381,0.007704971,6.62E-05,8.23E-05,NA,0.614053892
TotalEps,10.17158978,6.014807372,4.154468082,2.989608311,1.709034934,0.910657023,0.315006052,0.00751464,0.00014146,0.000215296,NA,0.626577351
TotalEps,10.23748999,6.216502001,4.291722416,3.042687674,1.909613657,1.031182975,0.337757666,0.014433346,0.00042646,0.000355542,NA,0.601101278
TotalEps,9.256300185,5.724159215,4.01158685,2.740991369,1.659001046,0.905631508,0.349934282,0.021154875,0.000216286,0.000232379,NA,0.641684392
TotalEps,9.717014514,5.758352445,4.032909318,2.812635406,1.681811285,0.860404132,0.305489613,0.030364346,0.000359412,0.000247716,NA,0.628873775
TotalEps,9.702606506,6.179852249,4.196475977,2.917768026,1.812520637,0.957745106,0.388294436,0.022612938,0.000417507,0.000323258,NA,0.609500895
TotalEps,9.895350973,6.04068354,3.971924949,2.701811207,1.680360319,0.874666324,0.322578866,0.00861931,0.000409071,1.39E-05,NA,0.61370476
TotalEps,9.796161747,5.717099409,3.973646286,2.74206356,1.654725376,0.849349458,0.32175723,0.033792237,0.000411089,8.75E-05,NA,0.635728643
TotalEps,9.595593199,5.888114142,4.020325888,2.776269468,1.70224287,0.84799571,0.331517716,0.024452322,0.000181511,0.000153974,NA,0.622002494
TotalEps,9.780208777,5.950289447,4.111579157,2.841420288,1.667492531,0.916180571,0.326347636,0.026072336,0.000163234,0.000510579,NA,0.623743453
TotalEps,9.932691225,6.173399233,4.20977521,2.874967694,1.763361311,0.851144828,0.290442544,0.009323962,0.000280073,0.000214153,NA,0.607708072
TotalEps,9.947058969,5.902036473,4.057460304,2.81049323,1.746591766,0.879594891,0.310960922,0.023390918,0.000178427,0.00011065,NA,0.598814401
TotalEps,10.13784552,6.184767764,4.176937178,2.940560468,1.793472453,0.992804866,0.367196821,0.035390546,0.000230849,0.000396373,NA,0.602456685
TotalEps,9.955802348,5.922215214,4.100757121,2.76658745,1.704565282,0.874983032,0.251123003,0.002728104,0.000220064,0.000328632,NA,0.618790307
TotalEps,9.665664131,5.8872513,4.071542058,2.752259802,1.622678483,0.815230855,0.290657188,0.014021216,0.000148249,0.000252204,NA,0.623983203
TotalEps,10.06028554,5.993380723,3.985276026,2.647098473,1.661739702,0.841048289,0.303459829,0.019310248,5.17E-05,0.000219432,NA,0.620394713
TotalEps,10.30822095,6.289499352,4.19783067,2.822172531,1.752928227,0.9671501,0.372635355,0.034968255,0.000105349,0.000104644,NA,1.00E-05
TotalEps,9.981483402,6.039804933,4.133348901,2.798759244,1.705439759,0.930347157,0.322841759,0.011598896,0.000141424,0.000341062,NA,0.61605037
TotalEps,9.989018216,6.235984769,4.239585503,3.015045169,1.82667808,0.953425944,0.344519976,0.008088951,2.98E-05,0.000156517,NA,0.593281591
TotalEps,9.969875977,6.057168625,4.098236264,2.815193169,1.660020375,0.862751229,0.21781681,0.00539054,0.000133833,0.000160675,NA,0.605666044
TotalEps,9.927227032,6.104055078,4.061654353,2.701011526,1.623872613,0.84977904,0.298422279,0.016052305,0.000509846,0.000269629,NA,0.612992386
TotalEps,10.05928014,6.119398213,4.078169795,2.802990317,1.750170355,0.86729564,0.356998678,0.02831492,0.000688708,0.000299135,NA,0.601218292
TotalEps,10.01769988,6.107961742,4.094395185,2.882385759,1.746737241,0.922041932,0.34020584,0.037726083,0.000545562,4.11E-05,NA,0.603435235
TotalEps,10.21387435,6.215006149,4.195231845,2.835945521,1.802422328,0.959707879,0.376684497,0.025305603,0.000416099,9.25E-05,NA,1.00E-05
TotalEps,9.781947032,6.090672006,4.196417574,2.929887762,1.753329931,0.929365425,0.330857349,0.011862318,0,0.000399569,NA,0.602729111
TotalEps,10.02672522,6.165880494,4.186867739,2.847578537,1.758681052,0.96143299,0.354095997,0.024167994,0.000175675,0.00035007,NA,0.607666931
TotalEps,10.00436878,6.241878101,4.204328892,2.89029782,1.79505293,1.04843587,0.310946886,0.022067772,8.61E-05,3.07E-05,NA,0.597373936
TotalEps,10.02308892,6.232079127,4.205114908,2.855995725,1.763420245,0.86041847,0.318182207,0.015070345,0.00061561,0.000124111,NA,0.603953405
TotalEps,9.714449205,5.989026869,4.035656404,2.808022706,1.744519757,0.980578032,0.34797204,0.031329639,0.000190705,0.000605442,NA,0.619807904
TotalEps,10.00316449,6.106307069,4.23546123,2.971623128,1.825753742,0.88968016,0.281261317,0.000306504,8.91E-05,2.02E-05,NA,0.610805333
TotalEps,9.951455227,6.260939545,4.214382887,2.89682945,1.785013326,0.954600946,0.366907792,0.034083259,0.000100478,0.000339915,NA,0.603366049
TotalEps,9.673104472,6.027096323,4.019047731,2.761159087,1.662081675,0.871096309,0.301395253,0.01311879,0,0.000184613,NA,0.616136553
TotalEps,9.79327815,5.878086658,3.991668048,2.701516988,1.649970121,0.878734865,0.340107309,0.02937091,4.23E-06,5.27E-05,NA,0.626484489
TotalEps,9.87635081,6.214245964,4.122195882,2.897011268,1.769386853,0.95478605,0.32408081,0.009506666,0.000104912,0.000266581,NA,0.618606402
TotalEps,9.705668348,5.924376149,3.999472137,2.780360214,1.637685246,0.851632605,0.293354497,0.004231406,0.000248776,0.000186522,NA,0.623296166
TotalEps,10.03269135,6.106043336,4.121999342,2.794406553,1.70714534,0.931139534,0.354511633,0.022354866,0.000529782,7.86E-05,NA,0.614429277
TotalEps,9.854485175,6.175695069,4.218829077,2.859951734,1.738631438,0.924105827,0.389132578,0.025529949,0.000220337,6.76E-05,NA,0.612144418
TotalEps,9.960404497,6.020379694,4.083728201,2.923148729,1.777599322,0.936459462,0.305966637,0.011675759,0.00023003,0.000167273,NA,0.614078171
TotalEps,9.975470244,6.123062832,4.120700748,2.905449929,1.833997987,0.98100863,0.399667056,0.033413001,0.000417467,9.12E-05,NA,0.593105875
TotalEps,9.782886594,6.021976328,4.026387273,2.783851513,1.709009175,0.86209457,0.331316897,0.009911711,0.000188372,0.000281089,NA,0.621035189
TotalEps,9.857426195,5.917748668,4.050600093,2.852902028,1.777067229,0.881207344,0.309248426,0.014021374,0.000155162,0.000505034,NA,0.62790241
TotalEps,10.29238691,6.256463039,4.143321776,2.793584316,1.60778658,0.881334056,0.311564056,0.016269211,0.000229987,4.25E-05,NA,0.600025246
TotalEps,9.85425702,6.038657214,4.075686602,2.817621527,1.719447315,0.910262982,0.328061822,0.002614676,7.86E-05,0.00032013,NA,0.619249384
TotalEps,9.791256052,6.071365425,4.051217516,2.799104843,1.631709649,0.874363386,0.312119208,0.013425651,1.64E-05,0,NA,0.61194196
TotalEps,10.01154181,6.015945087,3.992739022,2.730258503,1.702841257,0.906347334,0.309273914,0.012288609,0.000598715,0.000277314,NA,0.612089099
TotalEps,9.790207195,5.907104905,3.982703123,2.721227208,1.697909328,0.921158001,0.366705701,0.049990516,0.000597073,0.000106989,NA,0.617251943
TotalEps,9.866203443,6.100286794,4.143564224,2.857150963,1.731885925,0.985198685,0.426023342,0.020491256,4.44E-05,1.86E-05,NA,0.608790114
TotalEps,9.950349338,6.082770232,4.155087067,2.853826267,1.80295065,1.011783241,0.358835732,0.011818926,0.000493447,0.000114357,NA,0.591982006
TotalEps,9.725244307,5.863128207,3.940540437,2.663936408,1.616840023,0.846493921,0.239051199,0.005879892,0.000195115,0.000118949,NA,0.620215238
TotalEps,9.865128337,6.056571682,4.055879239,2.865754534,1.70189091,0.769411626,0.283767546,0.015179318,0.000176082,0.000374898,NA,0.621524199
TotalEps,9.996855979,6.15303211,4.167838845,2.876548187,1.79373851,0.912932854,0.294906476,0.009468568,0.000396431,0.000248289,NA,0.607133602
TotalEps,9.889224032,6.069115635,4.142958761,2.927408927,1.74703847,0.894623352,0.350960422,0.037210435,0.000227035,0.000222665,NA,0.618081957
TotalEps,9.872522058,5.848740174,4.04258873,2.759836508,1.686654417,0.810685057,0.290499169,0.013391548,0.000315504,0.000292006,NA,0.619264652
TotalEps,9.676434292,5.886819407,3.990777564,2.727561421,1.689327626,0.884864956,0.327822715,0.01992478,0.000233848,8.41E-05,NA,0.643524082
TotalEps,9.586275194,5.84525703,3.951162521,2.720846537,1.697542021,0.872738862,0.302101238,0.037597266,0.000375857,0.000368488,NA,0.631361264
TotalEps,10.53646541,6.298329257,4.279224991,2.88915428,1.868994501,1.036877027,0.413465791,0.036526185,0.000464624,0.00023998,NA,1.00E-05
TotalEps,10.08006203,6.080187956,4.184546604,2.958286489,1.863223591,0.947734355,0.374786614,0.029574858,0.000183113,0.000155712,NA,0.606592431
TotalEps,9.941524224,6.02109994,4.174712528,2.828576145,1.743103548,0.886120891,0.290213738,0.004064032,7.74E-05,0.000289014,NA,0.615071402
TotalEps,9.88277495,5.901854249,4.133277503,2.935940696,1.788664201,0.952172904,0.357349391,0.031635977,0.000487156,0.000584408,NA,0.596204544
TotalEps,9.998660222,6.063812202,4.18291919,2.823804651,1.734023106,0.91989691,0.290450321,0.005561111,0.000197353,0.000216694,NA,0.611388623
TotalEps,9.775298759,6.081102992,4.196429504,2.842024527,1.694354462,0.943878846,0.336502008,0.018023536,0.000144397,0.000302805,NA,0.620080936
TotalEps,10.13812817,6.16165804,4.262202864,2.902565238,1.860957082,0.965619373,0.387700659,0.019925841,0.000227955,0.000428454,NA,0.581361979
TotalEps,10.19460831,6.194060985,4.227284344,2.90399579,1.751206178,0.920390619,0.36468974,0.017028089,0.00040412,7.07E-05,NA,0.605272317
TotalEps,10.0142441,6.132715993,4.04104371,2.700266179,1.592234878,0.790685545,0.289375948,0.01612837,0.000258578,0.000212111,NA,0.622496732
TotalEps,10.07587434,6.046360017,4.078069854,2.695076416,1.585922748,0.875421245,0.285543934,0.014793175,0.000636673,0.000425937,NA,0.605582727
TotalEps,10.35625255,6.368868781,4.333787523,3.010547059,1.812764014,0.942964369,0.384325747,0.034935153,0.000436378,2.24E-06,NA,1.00E-05
TotalEps,10.10939495,6.046703027,4.155877732,2.830538007,1.777701698,0.939194006,0.339263596,0.018188951,0.000168178,0.000184316,NA,0.613457422
TotalEps,10.2539131,6.11857946,4.210659186,2.925549285,1.769930948,0.892805569,0.325079117,0.017321319,0.000126954,2.49E-05,NA,0.593287629
TotalEps,9.947341469,6.034092714,4.029544059,2.75651244,1.652764707,0.89673948,0.329182384,0.015316404,5.77E-05,8.44E-05,NA,0.609715804
TotalEps,10.33828049,6.399951739,4.33233759,2.928328518,1.753269836,0.95806098,0.404884272,0.029286514,0.000100104,7.00E-05,NA,1.00E-05
TotalEps,9.976196059,6.088908663,4.155653983,2.86202751,1.81275862,1.004018582,0.310789013,0.018573545,8.38E-05,0.000189562,NA,0.622728899
TotalEps,9.737701548,5.872048483,4.045033972,2.797876759,1.746390963,0.884385627,0.326063716,0.011975507,0.000174472,0.000100649,NA,0.608769177
TotalEps,9.507080171,5.649171537,3.949482889,2.767047584,1.690347688,0.877067471,0.32581988,0.019952562,0.00019424,0.000313061,NA,0.638058998
TotalEps,9.893479674,6.010879063,4.179881795,2.747302749,1.73152107,0.947864942,0.310346164,0.018471051,0.000140889,0.000378619,NA,0.61332516
TotalEps,10.02556389,6.142007977,4.207161346,2.936485526,1.790549391,0.922574537,0.321473633,0.021712071,0.000215498,0.000182815,NA,0.610609783
TotalEps,10.0429728,6.246982458,4.247532597,2.817701675,1.768944905,0.946449369,0.360830913,0.036717472,5.59E-05,0.000373894,NA,0.601337448
TotalEps,10.20797379,6.216212303,4.26009059,2.988330454,1.829110491,0.921398608,0.357863727,0.025273876,9.77E-05,0.000477811,NA,1.00E-05
TotalEps,10.00593326,6.177028617,4.277155638,2.949978798,1.884176802,0.902146605,0.329938935,0.01415434,0.000198709,0.000166523,NA,0.610299919
TotalEps,9.542495299,5.915931864,4.049647763,2.790412519,1.741128899,0.903745032,0.319508492,0.021831306,0.000296053,0.00015743,NA,0.620363804
TotalEps,9.796711394,5.934564294,4.05633896,2.712238078,1.680678877,0.9194001,0.308685786,0.023791575,0.000218582,0.000193191,NA,0.620679846
TotalEps,10.18758992,6.137078329,4.151844618,2.886497848,1.749323987,0.894037639,0.323822362,0.015273265,6.77E-05,0.000298354,NA,0.603733917
TotalEps,10.16373287,6.180742541,4.146543237,2.76995812,1.688995256,0.947382808,0.290355551,0.014569203,0.000453847,0.000383719,NA,0.610566817
TotalEps,9.899033978,6.152657445,4.04196935,2.729836906,1.64071545,0.841114452,0.298427964,0.021579879,0.000108458,0.000363617,NA,0.615464926
TotalEps,10.43679541,6.492288929,4.252340239,3.033600374,1.954803985,1.106029495,0.416279227,0.041473111,0.000218518,0.000397697,NA,1.00E-05
TotalEps,10.11041733,6.136774461,4.164897535,2.854542648,1.812407477,0.986100499,0.32876989,0.016714001,2.21E-05,0,NA,0.599299822
TotalEps,10.09589323,6.044356278,4.138318007,2.848642658,1.715600964,0.955237261,0.283592019,0.000729869,0.000280687,0.000173768,NA,0.625369811
TotalEps,9.882944926,6.088152381,4.150540366,2.837215919,1.760509323,0.97991881,0.391800394,0.043871424,0.000210753,0.000132684,NA,0.610137628
TotalEps,9.633298367,5.880712512,4.009431654,2.72460758,1.739557851,0.918802892,0.25408092,0.008666418,0.000293541,0.000345704,NA,0.62815176
TotalEps,10.19768293,6.178736025,4.194186654,2.808028726,1.757158685,0.976759949,0.392539259,0.022816168,0.000119206,0.000369611,NA,0.593887706
TotalEps,10.25128899,6.074454193,4.068531189,2.706449025,1.676826687,0.860582396,0.323956323,0.025603538,0.000249149,0.000185571,NA,0.604949602
TotalEps,9.949180755,6.112162646,4.273682773,2.858336753,1.677257401,0.927222983,0.361229419,0.047889517,0.000229392,0.000354847,NA,0.607229702
TotalEps,9.981193693,6.08967071,4.152382955,2.871555447,1.755093322,0.935980471,0.332972551,0.016343492,0.00018636,0.000321447,NA,0.608643644
TotalEps,10.04331483,5.878663149,4.049992239,2.713923541,1.587047581,0.817503368,0.250905206,0.022776072,0.000245047,6.11E-05,NA,0.619185163
TotalEps,9.869932929,6.046694433,4.154322202,2.711463433,1.721749146,0.863570415,0.281468579,0.002395151,0.000688674,0.000242398,NA,0.611644513
TotalEps,10.05305252,6.230916711,4.148791755,2.871826488,1.796901456,1.004866495,0.420315964,0.04556139,0.00069849,0.000170311,NA,0.603202113
TotalEps,9.681434552,5.835061365,4.024192795,2.770641422,1.66603981,0.881904866,0.279288785,0.007784788,0.00016888,0.000402808,NA,0.623654512
TotalEps,10.73829945,6.516782641,4.429518806,3.153667125,1.970737163,1.098557069,0.441996674,0.031271637,0.000186521,0.000128951,NA,1.00E-05
TotalEps,9.990310562,6.131929712,4.343473959,3.030907507,1.781411085,0.973985431,0.361548054,0.015749554,0.000640986,6.22E-05,NA,0.594838444
TotalEps,10.07377913,6.245386641,4.190122963,2.929653104,1.798709384,0.96340445,0.28870162,0.011010947,0.000520345,0.000172026,NA,0.608219931
TotalEps,9.622708588,5.762202162,3.979447723,2.773384387,1.694396969,0.86610352,0.319017973,0.029819109,2.71E-06,0.000466379,NA,0.619542894
TotalEps,9.800759884,6.011358718,4.046628293,2.811518224,1.698484448,0.875328056,0.27592246,0.016095852,0.000199401,2.54E-05,NA,0.625319939
TotalEps,9.924959638,6.050731378,4.170720115,2.898560522,1.78698063,0.908809435,0.336826791,0.012162273,0.000313393,0.000226019,NA,0.610243828
TotalEps,10.04685234,6.009334128,4.066992475,2.778107636,1.696185139,0.952192543,0.314510404,0.020984634,0.000230237,0.000110874,NA,0.609974978
TotalEps,9.997416798,6.311624443,4.204926123,2.783242475,1.687259663,0.860912681,0.389287732,0.043186114,9.94E-05,0.000292265,NA,1.00E-05
TotalEps,9.581492117,5.663925436,3.849594787,2.715760327,1.595197075,0.790509067,0.237354527,0.015686774,0.000349471,0.000310687,NA,0.642511964
TotalEps,9.966077337,6.043090704,4.086214612,2.657405567,1.665151552,0.919318881,0.308051936,0.026146423,0.000520064,0.000273328,NA,0.607414479
TotalEps,10.53235507,6.541245335,4.449359628,3.127723122,1.986509298,1.052925417,0.40862665,0.03626871,2.96E-05,0.000361333,NA,1.00E-05
TotalEps,10.3430784,6.335545745,4.238432814,2.944057544,1.908593722,1.033581647,0.341568321,0.028809296,0.000221631,0.0002583,NA,1.00E-05
TotalEps,9.551196608,5.864936718,3.990482507,2.669318172,1.682206538,0.859263347,0.303598482,0.010128712,8.92E-05,0.000182485,NA,0.627506232
TotalEps,10.06958112,6.250354237,4.30067234,2.880886754,1.822041983,0.971362178,0.357127696,0.023115783,0.000211485,0.000175651,NA,0.592659586
TotalEps,9.516054804,5.879453577,4.035895173,2.741780232,1.634924977,0.747482969,0.268712301,0.017579084,9.57E-05,0.000120142,NA,0.617404675
TotalEps,9.795102981,6.177131198,4.172025676,2.890399523,1.78471789,0.948481169,0.401431613,0.037385202,0.000398933,2.31E-05,NA,0.603179119
TotalEps,9.922278296,6.054054687,4.068768429,2.69006859,1.604146988,0.870986278,0.299215876,0.013812863,7.98E-05,0.000156291,NA,0.609623817
TotalEps,9.73959735,5.946402557,4.012372002,2.625679104,1.641971063,0.863799267,0.295520807,0.0293063,1.57E-05,0.00015649,NA,0.62636419
TotalEps,10.04379149,6.137944679,4.030019261,2.861824892,1.806182821,0.987220429,0.357644634,0.021907228,0.000130912,0.000134554,NA,0.624712261
TotalEps,9.964107153,6.024173157,4.077433765,2.855476901,1.766255721,0.929393144,0.32529877,0.021878408,0.000199007,0.000190639,NA,0.61725924
TotalEps,9.840271154,5.863419852,4.008909499,2.699754583,1.61669995,0.842172794,0.294582171,0.013486524,7.15E-05,0.000159877,NA,0.634365841
TotalEps,9.70487915,5.709007606,3.981691019,2.828354894,1.701908007,0.933765348,0.339498646,0.029136178,0.000172568,0.000374745,NA,0.639189781
TotalEps,10.03821938,6.009113166,4.072445975,2.793505626,1.65491242,0.906120202,0.307139055,0.016356458,0.000118147,8.75E-05,NA,0.624609196
TotalEps,9.994966083,6.091359745,4.0944976,2.816605245,1.659316845,0.865996727,0.327117725,0.012145709,8.90E-05,0.000110709,NA,0.62025847
TotalEps,9.843455856,5.856154406,4.083435577,2.727363896,1.689463044,0.925726174,0.29517514,0.016393148,0,0.000268291,NA,0.613366815
TotalEps,10.33019613,6.300549529,4.427896182,3.098960407,1.903823248,1.042024716,0.445013406,0.046582954,7.54E-05,0.000137296,NA,1.00E-05
TotalEps,10.61947622,6.524118742,4.41806229,3.008037956,1.945611929,1.073629597,0.47096187,0.044915654,0.000588489,0.000250976,NA,1.00E-05
TotalEps,10.28514837,6.242281568,4.192761004,2.877417592,1.755200778,0.944163038,0.345459228,0.016142269,0.000111812,0.000208252,NA,0.597413865
TotalEps,10.10706532,6.003232109,4.112449401,2.841960606,1.668042217,0.843874373,0.307162961,0.041951356,0.000237197,0.000225303,NA,0.606986769
TotalEps,9.968564544,6.133035674,4.125139689,2.89432945,1.701970991,0.915600184,0.330512143,0.008957051,7.60E-05,0.000474856,NA,0.609841467
TotalEps,9.380269924,5.796468745,3.971187258,2.646385884,1.532783799,0.830089133,0.301656423,0.014326258,0.0002377,1.86E-05,NA,0.651525836
TotalEps,9.951617509,6.032705074,4.00936057,2.835510291,1.720672773,0.929906394,0.386440446,0.036445569,0.000570625,0.000273944,NA,0.603574935
TotalEps,9.85486406,6.088463498,4.204303351,2.923923444,1.892592771,0.995401566,0.337596701,0.01205995,0.000137523,0.000145196,NA,0.599771777
TotalEps,10.0634444,6.170010595,4.222142859,2.919845147,1.792100525,0.954725199,0.307177522,0.009397007,0.000231899,0.000355681,NA,0.604255475
TotalEps,10.36504715,6.317094762,4.319081689,3.022295325,1.78169291,0.900017768,0.365268685,0.031688462,0.000522649,0.000419385,NA,1.00E-05
TotalEps,9.766599013,5.927916262,4.045169157,2.718112066,1.667786414,0.827599345,0.24997153,0.000497385,0.000228844,0.000477204,NA,0.617377513
TotalEps,9.794833135,5.984524277,4.005830767,2.755385518,1.629890835,0.801722401,0.281359005,0.010157868,5.41E-05,0.000203455,NA,0.626661282
TotalEps,9.839761784,5.902951751,4.021965693,2.73831424,1.684885211,0.90548462,0.345183689,0.029881343,0,0.000444396,NA,0.61609929
TotalEps,9.922072224,5.845055372,3.960827392,2.746220105,1.731306487,0.903027242,0.316611746,0.013160178,0.000221294,0.000423949,NA,0.633667874
TotalEps,9.782943852,5.936091394,4.019781312,2.787408092,1.735222784,0.874092932,0.304123435,0.021709163,0.000364524,6.64E-05,NA,0.639275766
TotalEps,9.729425469,5.906477252,4.01586256,2.677900623,1.630244475,0.811558531,0.26549127,0.017527443,0.000152748,0.000135147,NA,0.625910394
TotalEps,9.853398162,5.959599485,4.052654426,2.841929065,1.596838533,0.890767546,0.329620449,0.023839832,2.44E-05,7.50E-05,NA,0.621181254
TotalEps,9.867938718,6.078532598,4.096877868,2.871430195,1.731338226,0.945114992,0.380795868,0.009718275,0.000280962,0.00032637,NA,0.619649224
TotalEps,9.682586658,5.863523889,4.071547029,2.838502699,1.727457315,0.864403178,0.305135369,0.005172447,5.53E-05,0.000147329,NA,0.620541005
TotalEps,9.974494721,6.07789355,4.182946212,2.871996186,1.774324892,0.944112942,0.369363251,0.026775702,5.04E-05,0.00049448,NA,0.617795899
TotalEps,10.23243139,6.089224462,4.01117355,2.669906544,1.675087234,0.834015369,0.279908789,0.018566022,0.000717269,0.000139819,NA,0.595424298
TotalEps,10.19965241,6.282218913,4.379709792,2.997193059,1.75849782,0.916256054,0.418068663,0.032205441,8.35E-05,0.000338417,NA,1.00E-05
TotalEps,10.67311883,6.316338168,4.309790925,3.06150975,1.923128807,1.028246311,0.408795435,0.033040494,1.23E-05,0.000230128,NA,1.00E-05
TotalEps,9.991427067,5.976113979,3.992157591,2.786551531,1.604620983,0.815568106,0.249603302,0.007125163,0.00017146,2.45E-05,NA,0.611185711
TotalEps,9.561715469,5.82602134,3.967477362,2.619440922,1.635383275,0.898537998,0.325611326,0.015296943,0.000132496,0.000363965,NA,0.632469777
TotalEps,9.603017654,5.892562175,3.973764216,2.690643171,1.699008318,0.871776902,0.318572472,0.005860738,0.000130284,0.000214456,NA,0.632715897
TotalEps,10.18928755,6.041618185,4.18443339,2.893818385,1.811193174,0.931344606,0.343559509,0.014040389,0.000195052,0.000130483,NA,0.589936688
TotalEps,10.04260119,6.150652092,4.24097437,2.921819253,1.784893456,0.930510133,0.3280496,0.019748071,9.41E-05,0.000455668,NA,0.610741443
TotalEps,9.860189179,5.985548852,4.147615106,2.859910773,1.747859849,0.920361232,0.321878683,0.010220677,0.000136824,0.000338561,NA,0.60691492
TotalEps,9.847374394,5.975623048,4.136639526,2.823646712,1.744468554,0.935617935,0.363509439,0.021731951,0.000146846,0.000135889,NA,0.631439823
TotalEps,9.658021598,5.819716891,4.068985877,2.903639638,1.726512012,0.989767725,0.321389198,0.015904186,0.000187004,0.00014445,NA,0.629928735
TotalEps,9.469501502,5.753296987,4.030095983,2.792836963,1.665256166,0.901208571,0.392464832,0.027719483,0.000366889,0.000231617,NA,0.618109593
TotalEps,9.898157378,6.171624788,4.148972559,2.851628835,1.750961113,0.939056025,0.333211306,0.02066976,7.89E-05,0.000143505,NA,0.622777124
TotalEps,9.898402776,6.02329165,4.237803355,2.817710579,1.769956222,0.96956517,0.411721497,0.022442356,0.000209362,0.000166965,NA,0.619029398
TotalEps,9.539457136,5.716319229,3.980750147,2.797798969,1.607262455,0.852769681,0.265710335,0.016918194,0.000206332,0.000155293,NA,0.645308885
TotalEps,10.23313909,6.177585146,4.157406463,2.804242104,1.733955988,0.8842479,0.328295453,0.016870403,0.00028392,0.000267131,NA,0.607057059
TotalEps,9.793288133,5.940261129,4.033224399,2.732129904,1.630690579,0.875380326,0.32504733,0.011878603,0.000333322,0.000300766,NA,0.620057885
TotalEps,10.00724591,6.072489458,4.21345235,2.954093127,1.843723964,0.914491545,0.377621251,0.049588739,3.12E-05,0.000142218,NA,0.606078118
TotalEps,10.47402342,6.46832968,4.441907637,3.075858199,1.923121273,1.045446426,0.386818863,0.027271281,0.000151387,1.70E-05,NA,1.00E-05
TotalEps,10.28710931,6.383000592,4.5201759,3.194145533,1.998241499,1.067380098,0.380710659,0.032381915,0.000395467,0.00021022,NA,1.00E-05
TotalEps,9.570592384,5.926680855,4.03181963,2.707663142,1.687119172,0.90454532,0.33983381,0.031556172,6.02E-05,2.45E-05,NA,0.633456836
TotalEps,10.72687135,6.343370793,4.324587752,2.950849483,1.921303528,1.090959529,0.433006434,0.053655989,0.000136005,0.000178741,NA,1.00E-05
TotalEps,9.952145558,6.020100476,3.99217287,2.631618978,1.659678661,0.840748707,0.249505847,0.001232271,0.000151893,0.000202576,NA,0.634315957
TotalEps,9.910784523,6.133874577,4.229739458,2.982822031,1.863326445,0.987409621,0.374526572,0.023724406,0.00017305,0.000245892,NA,0.606676304
TotalEps,9.695849,5.743502669,3.999201158,2.668196588,1.625427219,0.921072751,0.295732573,0.012426232,0.000519079,9.50E-05,NA,0.622571365
TotalEps,9.905068579,6.146488826,4.180552321,2.893484153,1.713863969,0.855157051,0.279396861,0.01123935,0.000447068,0.000115625,NA,0.608923267
TotalEps,10.11446309,6.192257349,4.218823209,2.900633679,1.752767733,0.978096275,0.416044739,0.031932425,0.000483677,0.000268633,NA,0.597956037
TotalEps,9.945270455,6.114547875,4.213749387,2.951410579,1.774366443,0.940318362,0.367766903,0.010275688,0.000237729,0.000339502,NA,0.604868697
TotalEps,9.937437866,5.958755045,3.98872058,2.740774877,1.740415469,0.916963248,0.341148344,0.010494462,0.00023494,8.02E-05,NA,0.622482361
TotalEps,9.617599519,5.874007797,4.084289784,2.656741303,1.650200149,0.918116884,0.332896098,0.033467188,0.000439336,4.12E-05,NA,0.628605712
TotalEps,10.00928548,5.867918785,3.968844317,2.761792557,1.604875002,0.79443174,0.252161422,0.005025414,0.000191634,0.00033971,NA,0.616030889
TotalEps,9.897873584,6.152299532,4.12159045,2.785780443,1.708079939,0.965855243,0.361687335,0.018289106,0.000173773,9.72E-05,NA,0.609431038
TotalEps,9.89501883,6.13470972,4.053893154,2.811430703,1.682633316,0.860194128,0.338842705,0.022004637,4.60E-05,0.000218911,NA,0.614726348
TotalEps,9.726250386,6.113092743,4.132506361,2.902821296,1.797539285,0.993520755,0.376805596,0.032884797,3.30E-05,5.91E-05,NA,0.62788393
TotalEps,10.40794868,6.497613485,4.276934445,3.048801119,1.920488547,1.065435886,0.413779352,0.031411643,0.000671084,2.75E-05,NA,1.00E-05
TotalEps,9.869404768,6.115159251,4.146448667,2.886294479,1.830566496,0.947743018,0.294306834,0.008604426,0.000154744,8.87E-06,NA,0.607338689
TotalEps,10.77213259,6.512909072,4.57512459,3.162645026,2.016385899,1.135033624,0.432593274,0.041553848,0.000517308,0.000232676,NA,1.00E-05
TotalEps,9.86683293,6.169308394,4.13519131,2.960071196,1.915870342,0.978239399,0.358721216,0.019145657,0.00040387,0.000292375,NA,0.603159134
TotalEps,10.07756286,6.155314048,4.212125332,3.022292747,1.849920786,1.002213669,0.38874556,0.026829754,0.000253888,2.35E-05,NA,0.598024896
TotalEps,10.0121946,6.199463772,4.16761364,2.834199789,1.765951469,0.864029541,0.281127424,0.016360627,0.000293999,0.000448871,NA,0.616905211
TotalEps,10.17743026,6.110958172,4.155199651,2.896573929,1.76859364,0.986710418,0.37417691,0.019934783,0.000177261,0.000263761,NA,0.603772116
TotalEps,9.957398611,6.178529527,4.183963431,2.856536838,1.851368038,0.93108944,0.355394086,0.020713102,0.000112842,0.000312828,NA,0.600913639
TotalEps,10.03363203,6.164052885,4.13435752,2.882268148,1.810861959,0.891689801,0.305516574,0.02017122,8.47E-05,0.000131321,NA,0.606508817
