,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
MSE,8.97320558,8.018830223,7.642188785,7.512712016,7.438528084,7.408520393,7.364823023,7.345171323,7.344911665,7.344910352,NA,6.893287429,12.03467958,10.0694422,10.16986294
MSE,7.161672612,5.996898839,5.597002218,5.34081858,5.111730229,4.913122387,4.871167788,4.842703504,4.836806646,4.836839516,NA,4.484329369,9.789685111,8.265625827,8.863706202
MSE,7.059226746,6.184752655,6.085217136,6.069813112,6.091613908,6.129591309,6.168438415,6.197311561,6.198658297,6.198662691,NA,5.690168175,10.89036151,9.388591788,9.749652496
MSE,7.633847622,6.442351352,6.021708624,5.752998728,5.555774618,5.416111091,5.401624456,5.454869386,5.45332061,5.453238699,NA,5.225254259,9.930752127,9.075314173,8.766794016
MSE,7.664006911,6.485297756,6.007697523,5.884311473,5.902922307,5.920650017,5.898674067,5.905214903,5.912016766,5.91204634,NA,5.319973219,10.83505503,9.778549302,9.172790395
MSE,7.177246666,6.060465563,5.398465724,5.245088912,5.138731306,4.979045751,4.905441956,4.896919993,4.896109272,4.896139023,NA,4.632773287,10.04173072,9.241302341,8.357137783
MSE,8.591667169,7.096863546,6.461647865,6.074321388,6.003144748,5.851703303,5.76113294,5.792112991,5.795113537,5.795082698,NA,5.101371252,10.79914062,9.194235636,9.577644831
MSE,8.188659412,6.861646046,6.04405422,5.825661765,5.601667674,5.495323522,5.464212412,5.484994004,5.488059885,5.488026139,NA,4.664089059,11.30517295,9.769770192,9.579583634
MSE,8.203185035,7.034486428,6.628988063,6.50907701,6.438161127,6.34941225,6.290511461,6.281794365,6.282295282,6.282404385,NA,5.74505777,10.72249121,9.046778614,9.791377449
MSE,7.045147869,5.839776443,5.603990528,5.33856986,5.215894824,5.130653148,5.188466687,5.233826628,5.238322899,5.238419948,NA,4.594973718,10.07230045,9.738802322,9.447990346
MSE,6.796235468,5.752456727,5.339138563,4.979236947,4.634896063,4.37330217,4.300093844,4.320039205,4.32261617,4.322630471,NA,4.112413747,9.356818512,9.401321205,8.692032046
MSE,8.165057137,6.990930341,6.575315941,6.454357263,6.294314923,6.209640012,6.201555492,6.147979439,6.145903162,6.145886022,NA,5.430958957,11.24881405,8.772844743,9.978672633
MSE,6.75950516,5.738518432,5.30988508,5.23891745,5.104046701,4.930635168,4.866444439,4.879264502,4.88250344,4.882477662,NA,4.650472644,9.82880382,9.186217774,10.05502304
MSE,8.220392918,7.03666157,6.591039393,6.391358302,6.114209051,5.967956592,5.862054516,5.845790054,5.845201722,5.845231832,NA,5.34567373,11.33121939,8.788964306,9.156826338
MSE,7.087408247,6.275743746,5.88032878,5.685662204,5.465490127,5.318331035,5.226486879,5.226851764,5.222100143,5.222006161,NA,5.071658694,9.785522203,10.50604736,8.85745764
MSE,7.336045907,6.059688974,5.571346395,5.484825161,5.407433995,5.286464138,5.28353784,5.281919501,5.282148415,5.282175987,NA,5.209439346,9.349114087,7.403140957,8.44770886
MSE,7.510909047,6.841720783,6.520254973,6.401909251,6.314767,6.204389503,6.150158916,6.076977708,6.072522945,6.072517161,NA,6.086366708,10.33237601,8.811551892,9.724642166
MSE,6.782809662,5.6945629,5.481766013,5.340204821,5.184921466,5.027131608,5.038790485,5.043287699,5.039444803,5.0394789,NA,4.860735609,10.07790936,9.222964337,8.90511034
MSE,8.346747239,7.20303183,6.780578828,6.572807689,6.487470618,6.411968519,6.389069831,6.357917047,6.355811957,6.356011434,NA,6.021888352,11.26067773,9.811726722,10.08385195
MSE,8.861645477,7.121658168,6.62119604,6.327596441,6.217480979,6.13303556,6.099832225,6.106448332,6.112844451,6.11287337,NA,5.895700926,11.88738646,10.41386194,11.06021017
MSE,7.522348135,6.521736056,5.956560739,5.782161429,5.769358641,5.692543382,5.694644627,5.694704433,5.694936812,5.694913899,NA,5.496080013,10.46915267,9.083269303,9.890629882
MSE,7.086675642,6.0395258,5.777641318,5.625992871,5.451172397,5.373975995,5.396393975,5.464114942,5.468843841,5.46892802,NA,5.491396973,10.30824081,8.298727756,9.682556833
MSE,6.895184057,5.947523345,5.43333996,5.299294853,5.287041888,5.275395533,5.305427359,5.312740128,5.311417321,5.311382449,NA,5.029099805,9.633093775,8.257819083,9.408318016
MSE,8.124175546,7.04723786,6.659792475,6.490277909,6.279808853,6.154185053,6.079816533,6.095064876,6.092893066,6.092918452,NA,5.908816591,10.20496199,9.038577494,9.370779844
MSE,7.34442396,5.932404328,5.575594324,5.440394961,5.451645907,5.439321798,5.467168979,5.465551762,5.466138969,5.466180272,NA,4.798174327,9.857237899,8.286029435,8.156517782
MSE,7.98148338,6.783640917,6.466453003,6.400307779,6.258888233,6.036139545,5.98382684,5.975875116,5.976081051,5.976108966,NA,5.543045714,10.55688241,9.440920643,8.928188511
MSE,8.107149915,7.134304141,6.738690238,6.55616657,6.435253035,6.368468367,6.335182996,6.363515565,6.368731611,6.368832362,NA,6.232247288,11.97149165,10.16704283,9.958617871
MSE,8.864665557,7.833785602,7.586817747,7.399280563,7.291775522,7.168086414,7.189721406,7.203333278,7.20125234,7.20128196,NA,7.111307777,10.78612097,10.32629963,10.40543374
MSE,8.707140469,7.533199051,7.006354236,6.638360539,6.383302574,6.113551339,5.953711183,5.842731138,5.841465261,5.841385088,NA,5.789175749,11.06204138,9.55491624,10.30964124
MSE,7.109615055,6.332069133,5.650167192,5.509446162,5.388029782,5.218408168,5.230610604,5.228672601,5.231010487,5.230903201,NA,4.727024653,10.29816086,9.510210902,8.816440846
MSE,8.115252225,6.523172738,5.922860991,5.709382135,5.437250417,5.306350325,5.252702223,5.256246008,5.249611972,5.249591016,NA,5.083538204,9.809951881,8.071350905,9.522001248
MSE,7.465721628,6.642823108,6.173459027,6.101594246,6.097365495,6.041434854,6.035300893,6.042004461,6.042039029,6.042014502,NA,5.712177857,9.793733032,9.5392232,10.13722352
MSE,8.408703629,7.355754603,7.16075391,7.020635032,6.976684366,6.838554868,6.776453494,6.743038445,6.742352752,6.742350981,NA,6.569793107,11.87184096,8.915899397,9.958195463
MSE,6.844780826,6.125306095,5.822286666,5.658367213,5.504672293,5.410249486,5.344549339,5.324589652,5.324372715,5.324430771,NA,5.383867986,8.747360678,8.600484541,8.695138074
MSE,8.269771118,7.011572339,6.661448503,6.567126379,6.575837518,6.446827085,6.429321128,6.398834144,6.399051696,6.399079627,NA,6.196206409,11.02485673,9.508163363,9.720909142
MSE,8.0351632,7.073811359,6.765870321,6.667965335,6.605897091,6.516408046,6.519336386,6.546766356,6.545188501,6.545161255,NA,6.534815002,10.26314108,10.0009479,9.086317475
MSE,7.958452616,7.52384722,7.559884729,7.418858819,7.393033818,7.217727858,7.19128844,7.220500031,7.225150268,7.225172319,NA,6.801031414,12.12859244,8.573730962,10.01668076
MSE,7.968631477,6.90434519,6.66113772,6.516666457,6.456342209,6.35008835,6.287871648,6.288277447,6.29154922,6.291576824,NA,5.909796568,10.53384603,9.310919643,9.214356678
MSE,9.188214841,8.239626952,7.667126273,7.365313799,7.277741834,7.219267285,7.208161697,7.239667833,7.241158448,7.241190187,NA,6.595720952,11.19775577,10.24696761,10.71973366
MSE,7.461908924,6.078683159,5.728462866,5.562003844,5.569979595,5.563400598,5.602643652,5.617134876,5.623791513,5.623860878,NA,5.36331224,10.48392012,9.285996591,8.523654513
MSE,6.510246138,5.6658784,5.347432835,5.271410886,5.19589253,5.139221335,5.113344296,5.138303919,5.139802834,5.139823687,NA,4.752418826,9.665987554,8.077011794,9.994021758
MSE,7.243063318,6.47746925,6.19012051,6.053539174,5.952878431,5.899923678,5.853876358,5.871668718,5.873514891,5.873604767,NA,5.704899806,9.538298797,10.26312153,9.992775575
MSE,9.205738702,7.98881791,7.39657945,7.163697013,7.145500417,7.079232383,7.058045284,7.03342134,7.027275263,7.027272542,NA,6.56476055,11.47919363,9.464935861,10.32534928
MSE,8.159158747,7.537200424,7.070667675,6.90630322,6.805605444,6.645119262,6.573066713,6.520847997,6.516455591,6.516462674,NA,6.188093314,10.51539863,9.350426383,8.910158016
MSE,8.328888127,7.129947699,6.54891426,6.324081232,6.225585239,6.123452746,6.056911399,6.079865302,6.080354127,6.080359786,NA,5.651762214,10.54877863,8.754008953,10.00560859
MSE,8.091900973,7.116153192,6.579825327,6.383750824,6.284856792,6.123518284,6.105824681,6.110160997,6.108777963,6.108821379,NA,5.857310842,11.10555459,8.741369646,9.262568301
MSE,8.700836248,7.496452398,7.051643145,6.806520158,6.710238839,6.608169419,6.455608725,6.404546938,6.403076595,6.40300785,NA,6.011891604,10.42049172,10.0378158,9.196794044
MSE,7.81139128,7.355122259,7.021780181,6.858716716,6.761512881,6.712875766,6.720601121,6.692336107,6.691135323,6.691146532,NA,6.226903195,10.80732972,9.496704639,9.905862545
MSE,7.182077455,5.81267294,5.515395102,5.361374295,5.335332094,5.285929778,5.301176696,5.32935457,5.330790931,5.33088085,NA,5.283910424,10.87454783,8.353102486,9.576719557
MSE,8.197721754,7.460156185,7.119772639,6.917383356,6.735053532,6.660802609,6.640640914,6.669608808,6.67320952,6.673239625,NA,6.131770834,9.283534359,10.37457944,8.953663581
MSE,8.157543059,7.194017326,6.751449983,6.416130783,6.092827752,5.908565696,5.814405391,5.778889801,5.77399096,5.773978778,NA,5.578924003,10.05255103,10.12076065,9.480703383
MSE,7.694810089,6.728916396,6.266805666,6.247873435,6.299729902,6.312491903,6.310236754,6.300091505,6.298198712,6.298137474,NA,5.491472921,10.58823776,8.189431812,8.858856453
MSE,8.304053665,6.94859591,6.590915332,6.579867434,6.502607316,6.376535923,6.3421774,6.341303961,6.345035862,6.345075544,NA,6.24709305,10.19942984,7.666131306,9.420214826
MSE,7.309012388,6.149478261,5.628452405,5.360961776,5.305555347,5.280221924,5.275183863,5.305305179,5.314217305,5.3142005,NA,4.826719321,8.921734954,8.980769721,8.30772804
MSE,7.481726787,6.86832226,6.51412967,6.212439916,6.021362047,5.977705959,5.922749484,5.897423346,5.896518437,5.896440013,NA,5.636970664,9.877090776,7.914704253,8.590548719
MSE,8.292563738,6.881130133,6.526079868,6.493866484,6.453815499,6.399791192,6.379246045,6.389039812,6.391992546,6.391981066,NA,5.446225001,11.36838775,9.097949104,10.65874943
MSE,7.747834399,6.418129584,6.096818782,5.918512186,5.760264444,5.739725158,5.712400336,5.717108822,5.718824055,5.718792568,NA,5.281058429,10.20030507,8.557259695,9.516239569
MSE,6.839137108,6.009219445,5.651744189,5.485896142,5.538412996,5.494162879,5.420730638,5.386500044,5.38620844,5.386219103,NA,4.754405961,10.64550178,8.383693542,8.596606662
MSE,9.091259472,7.990140181,7.507755471,7.381197944,7.235263229,7.096752623,7.018606335,6.953279064,6.952487995,6.952502466,NA,6.020912703,10.92415566,9.946859573,10.17296355
MSE,7.223193292,6.003729271,5.50900856,5.436445801,5.41169592,5.356273859,5.300874224,5.304703934,5.301508685,5.301415857,NA,4.852175725,9.948024477,9.08209047,9.5492404
MSE,6.621306159,5.552477809,5.277580424,5.048010375,4.889994363,4.7621882,4.715111695,4.743919824,4.747746736,4.747771287,NA,4.738729373,9.277584647,7.73213644,8.803289086
MSE,7.394336042,6.04631449,5.418087005,5.225121395,5.019387864,4.867306931,4.761926778,4.764225477,4.767806515,4.767873766,NA,4.422333994,10.22246073,9.379070821,7.812767203
MSE,7.652763082,6.463064932,6.070463987,5.990069728,5.977737767,6.016458502,6.028546898,6.023469388,6.021658718,6.021648533,NA,5.560740759,10.4197146,10.45945234,9.76821745
MSE,7.182130352,6.289900425,5.766948906,5.490987521,5.422925909,5.441176659,5.465141047,5.484225787,5.487436064,5.487499186,NA,5.072371381,10.13092387,9.41250018,8.603388011
MSE,7.837012168,6.733452345,6.451578907,6.557537211,6.449684844,6.39892798,6.395572644,6.416205014,6.418256872,6.418342207,NA,5.879153773,10.76313524,9.60719992,10.14370642
MSE,8.170286618,6.964088816,6.51733661,6.405341759,6.388076768,6.388600136,6.511538403,6.56982061,6.571979549,6.572028582,NA,5.93401668,10.03070149,10.38541321,9.074526792
MSE,7.844482356,6.526217557,6.149870373,5.974579945,5.855536433,5.892225208,5.972838187,5.980338363,5.981524197,5.981537639,NA,5.449769336,10.99196224,8.430462756,9.411394737
MSE,8.596242932,7.653374574,7.231299925,7.024217742,6.840105445,6.659739829,6.605195195,6.580199854,6.58165127,6.581645458,NA,6.704977871,10.83591769,9.427805406,9.135343415
MSE,8.665015592,7.509265814,7.211971163,7.112077304,7.011516126,6.922064598,6.98588337,7.033204619,7.038802445,7.03878125,NA,6.328799177,11.26510962,9.008073687,9.77516755
MSE,8.440711581,7.348092325,7.152395729,6.963413317,6.84550277,6.786523239,6.746689152,6.719334942,6.717534865,6.717530571,NA,6.401792154,10.81099393,9.314942252,10.4804098
MSE,7.23643289,6.067230038,5.70158097,5.366726145,5.1308139,4.944182466,4.845036554,4.791122234,4.791741018,4.79175437,NA,5.153246344,10.17584586,9.3403093,9.015947547
MSE,7.163286602,6.310977771,5.845222279,5.595520949,5.513957366,5.530859138,5.645310751,5.636422085,5.635274185,5.635235163,NA,5.033299966,11.39512662,9.709340023,8.989718737
MSE,8.131395271,7.009375403,6.569367003,6.270825997,5.915578718,5.734048735,5.685786324,5.673668971,5.673244389,5.673255036,NA,4.932720402,10.13407813,9.568495456,8.943550816
MSE,8.68470196,8.131129912,7.810189921,7.618176997,7.354957927,7.20470734,7.064550987,7.060045634,7.060961722,7.060902441,NA,6.884887478,10.0109072,8.606718732,9.569111378
MSE,7.435044212,6.530801143,6.16100035,6.058473009,6.074627738,5.924630259,5.89617773,5.849860882,5.843269471,5.843219962,NA,5.496723979,11.17332409,9.281244174,9.729806632
MSE,7.240933553,6.111414122,5.549325227,5.298667849,5.106513959,4.911760009,4.875790454,4.876078318,4.876160311,4.876064708,NA,4.773112458,10.17316118,7.91850397,9.377365451
MSE,8.259450987,7.195396629,6.746310054,6.672919414,6.708033802,6.654803854,6.624116649,6.61045015,6.612187601,6.612232818,NA,6.170122865,10.87077841,9.180411823,9.431390778
MSE,8.558650933,7.700682747,7.432707447,7.216095994,7.076161915,6.968865663,6.882250271,6.857878875,6.859467087,6.859511154,NA,6.421957787,12.61752625,9.758822542,10.65161921
MSE,8.161711292,7.270259654,7.020264439,6.988133304,6.817214088,6.768831906,6.87397132,6.88383672,6.880371928,6.880312312,NA,6.550085561,11.04189958,10.05301683,10.11670257
MSE,7.158469903,6.196206167,5.901009733,5.833324387,5.732736706,5.753293509,5.81124759,5.803868501,5.803441039,5.803496127,NA,5.246714869,11.67306128,9.824714795,10.126054
MSE,8.230062964,7.452748286,6.976598845,6.712413675,6.598587088,6.500343734,6.558462823,6.55712553,6.55761604,6.557617019,NA,6.25442218,10.39468284,9.909271853,8.775519308
MSE,8.323241263,7.007195,6.738305296,6.621336495,6.546114941,6.576795094,6.605612502,6.649762012,6.65374572,6.653696551,NA,6.237854134,11.28070851,9.666233853,10.3910568
MSE,7.211707129,5.951033931,5.503545018,5.241070808,5.036551752,4.970846854,4.952213911,4.953819869,4.957704146,4.957735941,NA,4.643015024,9.791049517,9.25339066,9.263692734
MSE,7.788369625,6.581460274,5.988839785,5.70255133,5.565354331,5.496382463,5.505678788,5.495303602,5.494612573,5.494387013,NA,5.031549918,10.57567804,9.013930849,8.671094306
MSE,7.628954596,6.672042685,6.398770822,6.262678454,6.187623355,6.203484764,6.249913194,6.29137537,6.297013631,6.297149769,NA,5.898297986,9.409009973,8.820877907,8.798558307
MSE,6.959483072,5.813788346,5.595605819,5.501482579,5.445997784,5.42190019,5.478728259,5.463163964,5.464515903,5.464549305,NA,4.854409012,9.513156336,8.22301249,8.698752627
MSE,7.9289004,7.098840804,6.832415437,6.630250172,6.554818565,6.450438968,6.413250051,6.38000623,6.379335478,6.379458755,NA,5.870626777,10.07684535,8.660387072,8.675487707
MSE,8.833115758,7.759916401,7.449414835,7.351642719,7.340184353,7.400885805,7.433837996,7.460463154,7.460248933,7.460296708,NA,7.011553124,10.66088852,8.436583993,10.07783404
MSE,7.589402838,6.665771888,6.045125921,5.610217555,5.403744759,5.244082193,5.136747515,5.197413847,5.197605838,5.197669797,NA,4.89459927,10.15148166,8.946459508,9.434012983
MSE,9.015892348,7.785219022,7.18549592,6.99763849,6.91238188,6.924260025,6.921207496,6.92812568,6.929208456,6.929149814,NA,6.73257684,11.32428267,8.407152164,10.14865626
MSE,7.56107833,6.328484712,5.931398309,5.81595535,5.82150731,5.837603151,5.943716867,5.986510649,5.990711927,5.990698377,NA,5.052046914,10.71922007,8.828426482,8.995656104
MSE,7.087409393,6.033391373,5.85857537,5.749086143,5.643122812,5.587526403,5.545694612,5.471460383,5.461920263,5.461914709,NA,4.895663887,9.325670827,9.927510809,8.334554943
MSE,7.51041803,6.31211993,5.860564244,5.721399132,5.728617602,5.592119758,5.412762861,5.349130921,5.345273491,5.34521354,NA,5.267511797,10.45644427,8.546340168,9.63325913
MSE,8.968529394,8.110871685,7.601554406,7.367364213,7.252190652,7.116538775,7.136874195,7.106352689,7.101492785,7.10183,NA,6.582936366,10.98112189,11.40891744,9.455709451
MSE,8.230276437,7.232872065,6.735672322,6.558694603,6.499235936,6.480961256,6.4962214,6.578608947,6.582368841,6.58243368,NA,5.699769136,11.05694845,8.593713657,9.84486444
MSE,7.995538301,6.646991238,6.122169278,5.959017408,5.758860033,5.592020623,5.537963268,5.542763499,5.54025666,5.540212098,NA,5.188402127,9.622749325,8.908405147,9.838164775
MSE,8.991644986,7.786990024,7.102321788,6.79126677,6.631343694,6.527548574,6.407235134,6.379076589,6.379368157,6.379401985,NA,6.056361676,10.8588503,10.8531098,11.33599046
MSE,7.403134867,6.095763713,5.579951046,5.288156583,5.193383438,5.137671111,5.158690276,5.192470001,5.190570732,5.190537973,NA,4.536223334,10.00201464,7.90170468,8.875962868
MSE,8.460288555,7.574877596,7.145969782,7.028421601,6.994617219,6.929858019,6.884394103,6.890624379,6.892170239,6.892118013,NA,6.593000631,11.00635829,9.593701281,9.870320014
MSE,6.810051122,5.935503667,5.422631554,5.29612443,5.168637434,5.001719965,4.924956731,4.863513734,4.863571983,4.863620706,NA,4.65980553,10.26802756,8.851493677,8.711020974
MSE,7.833034404,6.663075414,6.026974466,5.668735696,5.488212912,5.376005228,5.285468983,5.243401965,5.243193013,5.243158637,NA,5.039860938,10.64916895,9.93513907,8.926028307
MSE,7.922405606,7.052151254,6.492840125,6.281061559,6.158100926,6.03153334,6.006050506,6.027484045,6.02794842,6.027877078,NA,5.637955513,9.716086235,8.644216614,10.35835326
MSE,9.078390969,7.6095894,7.048968856,6.807944072,6.636003566,6.591011183,6.551361749,6.551734512,6.551927333,6.551992823,NA,6.059719318,11.39978211,9.129838039,10.37681114
MSE,7.866941293,6.758492667,6.191879828,5.901003323,5.742910677,5.686272057,5.612508624,5.603176781,5.603707938,5.603693713,NA,5.526700333,9.316792193,8.64027517,9.150735845
MSE,7.88373518,7.205779359,6.952306881,6.764814296,6.702830119,6.664234219,6.720028284,6.744721383,6.744987479,6.745012745,NA,6.206695685,10.43327164,9.846015551,9.470235204
MSE,7.373129601,6.798687634,6.268944157,5.982630522,5.926140437,5.819098606,5.709005541,5.687859434,5.683964073,5.684013946,NA,5.51444446,10.18172601,9.335005907,9.694670453
MSE,8.036666758,7.229993596,6.801540226,6.586846919,6.591529736,6.61593549,6.679123255,6.716160308,6.716144783,6.716151197,NA,5.970813437,10.01037248,9.462300459,8.370363664
MSE,7.712293757,6.596849791,6.049401957,5.72351334,5.538684672,5.434324759,5.335464838,5.308086087,5.310269547,5.310334341,NA,5.097280283,10.27752947,8.6155569,10.40261013
MSE,8.262836115,7.023134855,6.735390752,6.710980279,6.632856126,6.524637404,6.51847458,6.517949713,6.515461955,6.515600989,NA,5.743689056,10.81733749,9.957403285,10.15010703
MSE,8.379983422,7.422823355,7.063384505,6.886576533,6.781670576,6.651343803,6.666363324,6.69921589,6.701487979,6.701743952,NA,6.322512791,10.33996032,8.741907975,9.20257605
MSE,7.249384701,6.208461366,6.028082146,5.915182211,5.831344768,5.700556736,5.666056122,5.657588737,5.65897931,5.659001656,NA,5.338398668,10.67253304,10.43814007,10.33982174
MSE,6.691395667,5.538463534,5.241149774,5.206064522,5.243116665,5.279537398,5.35191545,5.366697365,5.369732913,5.369753749,NA,4.832020322,8.747711149,7.756560067,8.095440264
MSE,8.152945634,7.171168386,6.581283144,6.244422396,6.179351503,6.161064545,6.182500696,6.192125252,6.191698209,6.191675783,NA,5.676131029,10.31261658,8.269749557,8.820591667
MSE,6.911680339,6.186332345,5.80923855,5.582426054,5.526483535,5.627575001,5.673271615,5.718360503,5.720140054,5.720182787,NA,4.948020418,9.45603302,7.180743967,9.002373699
MSE,8.019111325,7.176603712,6.607772147,6.34690363,6.180105009,6.060196012,6.006183095,5.999519799,6.002341998,6.002448695,NA,5.998742291,10.11652551,8.173316774,8.639341505
MSE,8.129293953,7.17393767,7.020729039,7.094029612,7.161423339,7.166277593,7.132250645,7.11928199,7.122771064,7.12272024,NA,6.650026334,11.81277875,9.089011235,10.85678861
MSE,8.554086057,7.255335129,6.730284456,6.433659729,6.260867935,6.125146912,6.08438785,6.079947348,6.081906706,6.081976981,NA,5.927506156,10.54312663,10.42547278,9.279381217
MSE,8.719683976,7.482174129,7.094704593,6.90577455,6.710315847,6.57138737,6.490397806,6.443611301,6.442833885,6.442605301,NA,6.370865279,11.01125798,10.16771337,11.32780011
MSE,8.244913162,7.200120507,7.059873466,7.002766063,7.083392757,7.143366452,7.215366098,7.236078702,7.236172618,7.236134531,NA,6.649596616,10.54832298,8.824039792,9.110766665
MSE,7.037547519,6.242790039,6.037897587,6.013713536,5.827879453,5.790286675,5.769098725,5.737524218,5.735337644,5.735254404,NA,5.66414024,9.970321104,8.500518804,8.826131503
MSE,9.427146672,8.439507284,7.839742191,7.6076761,7.394203481,7.213387557,7.152332991,7.13378241,7.133601318,7.133626571,NA,6.568497659,10.29745751,10.20153835,10.09047463
MSE,7.238933854,5.903906564,5.451547615,5.207054431,5.024352471,4.976883474,4.977973543,5.008645039,5.012938575,5.01305117,NA,4.688301452,10.94351978,8.106122837,8.984230558
MSE,8.466044404,7.222520858,6.972994174,6.898396157,6.813240418,6.810737957,6.877345136,6.902931358,6.904961759,6.904916362,NA,6.672319286,11.4503257,9.04519945,10.3308365
MSE,7.210825919,6.502083279,6.420156197,6.369322076,6.225821175,6.236162281,6.16562602,6.134593497,6.133290067,6.133236132,NA,6.001582546,9.944462618,8.520354706,9.420026136
MSE,9.404442423,8.346797979,7.874339902,7.583483372,7.306955219,7.058122303,6.882924188,6.807827468,6.796262867,6.796216688,NA,6.384692953,12.12262464,9.696308698,11.00899086
MSE,7.475173586,6.089552928,5.573527999,5.469643852,5.465865331,5.368666221,5.310905109,5.282145437,5.272547103,5.272565434,NA,5.159226742,9.742796672,9.224323113,7.855233005
MSE,7.589424552,6.618527941,6.059496621,5.72108607,5.557028067,5.442338049,5.459484326,5.472902043,5.475264229,5.475309774,NA,5.395343228,10.02542978,9.623164874,9.7208746
MSE,7.425174006,6.510189089,6.104861032,5.607939983,5.282214801,5.115533393,5.068199026,5.0705142,5.069851935,5.069771574,NA,4.733698402,10.38202238,8.306506363,9.543906427
MSE,8.837079204,7.573266473,7.034706098,6.553991031,6.275539589,6.09934694,6.094558849,6.094524462,6.095476981,6.095448695,NA,5.739632889,10.36512812,9.209918111,9.551014057
MSE,7.235853458,5.973797959,5.760130102,5.562628344,5.366882067,5.251129457,5.209758568,5.184433506,5.184654144,5.184684558,NA,4.705712857,8.816628987,9.135479813,8.854627684
MSE,8.160090193,7.315772106,6.792973554,6.5930687,6.453936803,6.372409955,6.368717109,6.407514274,6.410963941,6.410935253,NA,6.35672164,10.57788076,9.176353899,9.81932334
MSE,8.53683557,7.080192517,6.534237192,6.347185925,6.240216717,6.099329375,6.123926035,6.146236631,6.149349472,6.149382334,NA,5.79767653,10.04247971,9.838101703,9.408068875
MSE,7.25664133,5.908890532,5.448955364,5.237540498,4.996018382,4.826415145,4.680250345,4.669807364,4.67228224,4.672269057,NA,4.702205879,9.876165432,8.520870949,8.93928609
MSE,6.558122286,5.531177956,5.196787189,5.188051417,5.300368853,5.341842555,5.400882985,5.397391226,5.398157836,5.398114995,NA,4.762273247,10.20296877,9.311581654,9.311996073
MSE,7.314894618,6.460758762,6.308252156,6.22464644,6.015969433,5.891694565,5.834348391,5.816500659,5.816653735,5.816583252,NA,5.619748725,9.534298826,9.652018832,9.934478442
MSE,7.333154325,6.332048239,6.199958275,6.072573137,5.830111309,5.785877812,5.724798214,5.731840404,5.72924629,5.729181081,NA,5.073296269,9.735435425,8.494707574,8.89455804
MSE,6.996492115,5.998147758,5.645537439,5.510204416,5.503208583,5.355597243,5.410337156,5.445308137,5.443279669,5.443192396,NA,5.647557966,9.077927241,9.526493361,7.894869432
MSE,7.632435729,6.210188829,5.734237581,5.589760964,5.520151256,5.580158334,5.583346282,5.586394557,5.585244218,5.585252547,NA,5.14445804,10.15005817,11.21254222,8.637259484
MSE,7.488775702,6.498486072,6.330170535,6.366545595,6.398138979,6.41972822,6.469654736,6.498236618,6.499614927,6.499653952,NA,5.78065129,10.41784533,9.318450119,8.844189087
MSE,7.751889984,6.723953435,6.295035062,6.141706581,6.063295244,6.045664668,5.989666344,5.915415987,5.911945265,5.911914281,NA,5.629218291,10.53722139,9.256786418,8.932510829
MSE,6.725065006,5.734050564,5.224826593,4.959295967,4.843704969,4.699338205,4.667790859,4.668161837,4.668200702,4.668157516,NA,4.583007823,9.300341865,9.056771439,9.026974133
MSE,8.138541497,7.032499152,6.656430293,6.492202996,6.360422127,6.295993986,6.242838275,6.225417287,6.223319071,6.223331438,NA,5.551559441,10.85962945,9.694019097,9.14883344
MSE,8.058432659,7.224840137,7.053176872,6.89603722,6.567569777,6.397596428,6.397670199,6.376982832,6.378385954,6.378298299,NA,6.041023888,11.41280952,9.887140143,9.33371161
MSE,7.690761798,6.929181795,6.533138153,6.318403559,6.199026563,6.112590554,6.054269395,6.046447897,6.0451386,6.045077755,NA,5.383228566,10.89201238,10.25222678,9.869809434
MSE,7.519881195,6.397316763,5.959555489,5.669224467,5.511852449,5.427656995,5.429670226,5.457030842,5.460431854,5.460458469,NA,4.881377877,9.451566254,8.409881932,8.649867545
MSE,7.287552212,6.245941696,5.881068493,5.843371525,5.851982631,5.733184653,5.705624223,5.697958551,5.702029096,5.702085227,NA,5.302288102,9.674630782,8.447993015,9.153783141
MSE,9.227085118,8.435446222,8.126669229,7.92653524,7.834951172,7.724340283,7.708392667,7.724755166,7.724959198,7.725030785,NA,7.306052216,11.22138033,11.45457215,11.06861178
MSE,6.928764862,5.820848555,5.265384902,5.117635378,5.010695743,4.936113767,4.875020912,4.874008488,4.873128554,4.873082126,NA,4.189511333,9.497247448,8.842707181,9.172927159
MSE,8.55985942,7.64869989,7.288559508,7.011619655,6.864968043,6.833339936,6.896728336,6.897126724,6.899222185,6.899274449,NA,6.433612642,11.38976164,9.033549889,9.472977561
MSE,8.650060271,7.769554729,7.411831424,7.321543714,7.318047042,7.304910302,7.292426062,7.247732426,7.245924884,7.245880321,NA,6.930267981,10.93563899,10.00927395,10.5370067
MSE,6.522979275,5.492324612,5.214321418,5.002406427,4.970974011,4.90698815,4.921038879,4.937837553,4.938269008,4.938289915,NA,4.469820091,8.91238251,8.645156091,9.071984565
MSE,6.425300065,5.395966146,5.021343062,4.975405954,5.063259866,4.958677646,4.900092222,4.865936936,4.868243642,4.86828677,NA,4.670252054,9.454033884,9.300348577,8.436873475
MSE,7.666400156,6.48931477,5.94511256,5.95729766,5.852635095,5.894736598,5.907064972,5.932221069,5.934067546,5.933958161,NA,5.403042755,10.54969474,8.642134213,9.001363711
