,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
MSE,7.801348113,6.485733319,5.910560003,5.662899023,5.478727317,5.312327226,5.259545832,5.239505858,5.237686889,5.237708356,NA,4.646012614,8.991688677,9.055017925,8.967514345
MSE,7.47782537,6.33657095,6.128674534,5.87415112,5.615701636,5.514702808,5.574732232,5.58375081,5.585517117,5.585528625,NA,5.141306666,10.43298066,8.547519461,8.689691249
MSE,8.289754325,7.222808791,6.981130659,6.817650085,6.751100695,6.705719956,6.685940442,6.682920108,6.676498221,6.676449325,NA,6.519716035,11.38899643,9.511659037,10.20926986
MSE,7.208946169,6.457271191,6.085764232,5.802700047,5.688049611,5.689230264,5.698002645,5.666474823,5.664470525,5.664457861,NA,5.329264907,9.89585798,8.576459151,9.227957388
MSE,7.302976919,6.529469229,6.272520246,6.291602004,6.302326165,6.42722647,6.459360719,6.448139356,6.448068207,6.448120314,NA,6.021078881,9.40946176,8.988783453,8.428775404
MSE,7.794796801,6.723621756,6.41163047,6.283766958,6.188647547,6.153238069,6.213317404,6.22418105,6.22997207,6.229978638,NA,5.662207543,10.2070383,8.622520835,8.559537258
MSE,8.182009237,7.095908791,6.356600268,6.144573645,6.101449207,5.986889337,5.898326141,5.880915035,5.881266682,5.881240176,NA,5.306207561,10.8900249,8.098393761,10.57846377
MSE,7.909796636,6.892355753,6.471179014,6.202730209,6.0471319,5.881842863,5.875548401,5.924180399,5.932322523,5.932343479,NA,5.706154547,11.15278594,9.78248778,9.860310471
MSE,7.427860606,6.255934886,5.763405464,5.382633064,5.225854627,5.178247363,5.141985046,5.130369751,5.129510308,5.129579178,NA,4.752010168,10.26167516,9.425076296,9.673228583
MSE,7.396871737,6.480416814,6.171868071,5.994430568,5.799787329,5.624293895,5.557341476,5.575619333,5.576478628,5.576479115,NA,5.520340026,10.73209492,8.770385162,9.231177495
MSE,7.669671866,6.521105345,6.47823029,6.469955716,6.381971237,6.414941517,6.461432561,6.450692754,6.453570649,6.453623974,NA,5.671810863,10.75608687,8.784820955,9.357502579
MSE,8.77629118,7.643136852,7.317540045,7.099041025,7.014532817,7.011119708,6.962623639,6.982407701,6.984072685,6.984118515,NA,6.880549163,11.71161947,9.165321362,10.46185318
MSE,8.640924527,7.517079138,6.944510183,6.6726481,6.510206149,6.376344862,6.306541814,6.281144172,6.280590667,6.280724003,NA,6.253881935,11.46161172,10.38187867,9.654724522
MSE,9.512817659,8.394737884,7.925906434,7.861963235,7.874291096,7.744659339,7.702395363,7.640727132,7.638792955,7.638769713,NA,7.143682869,10.8778112,10.94688708,11.03679819
MSE,8.282886383,7.742831304,7.41741568,7.244587976,7.261130435,7.216346412,7.136304331,7.126704827,7.126475603,7.126415835,NA,6.769334952,10.87713767,10.44752862,9.660442111
MSE,8.156067949,7.193561661,6.885337517,6.840335339,6.84756668,6.868477461,6.869074733,6.863585343,6.859747018,6.859652156,NA,6.677221464,10.57103447,9.948553565,9.872993983
MSE,7.37772102,5.926281026,5.518079463,5.275738701,5.136430394,5.187943743,5.256161716,5.281648802,5.283065609,5.283153043,NA,4.430397396,10.38969819,8.717967514,9.515218
MSE,8.347795464,7.509564357,7.08350482,6.807912866,6.692608721,6.589815357,6.636925486,6.634096977,6.633703281,6.633647043,NA,6.155385571,10.81852732,9.021445501,9.712043494
MSE,7.016486578,6.106871244,5.722385251,5.527716853,5.391115481,5.306335537,5.223960213,5.262411048,5.260390463,5.26036904,NA,4.996330953,10.05167463,10.68529126,9.043546186
MSE,7.968904952,6.915306277,6.602789808,6.450270761,6.287134339,6.214151935,6.200128101,6.198594008,6.198141535,6.198106647,NA,5.746547073,10.75350877,8.265426873,9.857386592
MSE,8.135480223,6.512806268,5.93968455,5.654562442,5.484714719,5.468008116,5.548761507,5.59797298,5.603926447,5.604022125,NA,4.975276434,9.915384905,8.876722363,9.525252717
MSE,7.433651367,6.38512159,6.156763427,6.05558709,6.012989962,5.972407779,5.900922013,5.895922973,5.899599546,5.899504613,NA,5.234776377,11.39089481,9.043287737,10.17787237
MSE,8.607737611,7.387077452,7.053279663,6.939838772,6.856815602,6.760704035,6.792566289,6.807248794,6.80812842,6.808141417,NA,6.022995586,12.22594991,10.43353362,10.14712636
MSE,7.589369188,6.585775283,6.037230646,5.769127252,5.589960208,5.390740456,5.33023199,5.288490882,5.287981368,5.287992592,NA,4.997092154,10.37980389,9.121022755,8.912834608
MSE,7.318428962,5.770063086,5.322342988,5.376742559,5.390863921,5.3341371,5.304050527,5.274196204,5.271766106,5.271831377,NA,4.526372533,10.15531759,7.784941496,8.846096084
MSE,7.836101372,6.940622302,6.766732154,6.676308342,6.630777327,6.637014753,6.65290612,6.673099534,6.680473101,6.680547545,NA,6.842738671,10.0254949,9.544074811,8.98591892
MSE,7.73666652,7.172518066,6.95561793,6.944190986,6.922132362,6.866335151,6.802360621,6.761840263,6.761105503,6.761076589,NA,6.414100985,10.82937482,9.382562508,9.378887685
MSE,6.861116284,5.681507951,5.350776316,5.255057857,5.234397056,5.197177077,5.19134644,5.183620489,5.183222624,5.183235475,NA,4.756809572,9.618970303,8.531901927,8.399752029
MSE,8.778332665,7.778543311,7.285465595,7.06420781,7.083340254,7.074036531,7.140905755,7.156929774,7.160719279,7.160683655,NA,6.794880017,10.3449489,8.8517169,9.545825311
MSE,7.16130089,5.630224629,5.35237403,5.264999789,5.069332095,4.835742192,4.734808994,4.642027917,4.627733232,4.627641681,NA,4.30875767,9.871682834,8.665386596,9.744385698
MSE,7.986007666,6.912291356,6.508287864,6.404997795,6.518448598,6.486748731,6.473335698,6.453949536,6.453834404,6.453791146,NA,5.93025911,11.29540713,8.602271622,9.255540372
MSE,8.402579975,7.639775684,7.313065836,7.206201495,7.128215884,7.00658548,6.99546312,6.978856147,6.977589347,6.977528838,NA,6.655579283,10.5047607,8.83307161,9.503887469
MSE,8.202954221,6.839406767,6.475836834,6.373310926,6.344462925,6.358925907,6.349486979,6.315724557,6.312471994,6.312319155,NA,6.046117364,10.25496236,8.782993404,10.02629288
MSE,7.380339854,6.32483768,5.819782755,5.575232334,5.42913501,5.281064942,5.190997387,5.151049246,5.148400761,5.148501565,NA,5.104357593,9.758224964,9.285929186,9.494018666
MSE,7.991702932,6.815878605,6.218154178,5.968690216,5.851779659,5.824217052,5.889793874,5.858669165,5.860352974,5.860372698,NA,5.245275411,10.99336952,9.574115018,9.215512969
MSE,7.537114957,6.422590327,5.999769322,5.866590244,5.794069462,5.829616979,5.832885437,5.852757489,5.852112159,5.852169051,NA,5.458616854,9.792788052,9.336431594,9.201082431
MSE,7.3353444,6.514485333,6.138119342,5.888720709,5.648009431,5.55606726,5.486966836,5.514417554,5.517611616,5.517689615,NA,5.185355853,9.773832236,8.082314989,8.795499158
MSE,7.529573877,6.459852917,5.849750419,5.60414479,5.380751587,5.229925717,5.134515692,5.070109377,5.064955075,5.06493074,NA,4.910522647,9.304128748,8.503318444,8.738671368
MSE,8.38414392,7.222533561,6.668172439,6.339821201,6.278992957,6.322935661,6.292613756,6.304054645,6.3089187,6.308929039,NA,5.803292428,11.65017172,8.945880973,10.68268374
MSE,7.047323566,6.289529442,5.972484966,5.981842096,6.018763165,5.987919812,5.976207968,5.982712149,5.980368127,5.980353697,NA,5.355590992,9.198078963,8.479959873,8.659702592
MSE,8.675575291,7.688750673,7.301280984,7.173938176,7.080531525,7.080604287,7.109994575,7.158469782,7.163679322,7.163757031,NA,7.092565745,9.93118755,10.53466745,9.758019647
MSE,7.050126296,6.175242347,5.748614751,5.629269588,5.594231443,5.544733116,5.542564501,5.573720675,5.579171213,5.579233501,NA,5.390212626,10.59758985,9.072029756,8.809649724
MSE,7.475906979,5.929738825,5.279565961,5.113822969,4.943643936,4.765438105,4.710262554,4.728682053,4.730308195,4.730312205,NA,4.400917082,9.756814176,9.142559154,8.914587258
MSE,7.589074732,6.797654593,6.480582985,6.239114076,6.104667587,6.098274873,6.146930344,6.158135014,6.157632691,6.157641758,NA,5.782662657,11.15322932,8.456012033,9.566991845
MSE,7.714270069,6.58418057,5.980084836,5.810693143,5.676611118,5.639679012,5.645595982,5.634499842,5.634081903,5.634061325,NA,5.355762716,9.876802456,9.851739214,9.614707363
MSE,7.79202685,6.936099688,6.554530356,6.275034275,6.083869058,5.911204992,5.953924457,5.952335181,5.952445297,5.95244016,NA,5.365930694,10.3002126,10.5853641,8.894746476
MSE,7.081498319,6.205593495,5.940303619,5.839207101,5.801627042,5.814313191,5.847214473,5.858746771,5.857019491,5.857015913,NA,5.303971516,10.24848658,10.06430741,9.830177822
MSE,8.276779633,7.455332297,7.085590815,7.038098229,6.955989875,6.971136476,6.984813123,7.025767248,7.030193643,7.030365805,NA,6.784995562,10.61022666,9.871209677,10.02092624
MSE,7.478532012,6.417054069,6.020730526,5.848295246,5.771083411,5.783720036,5.83035212,5.85663499,5.858970397,5.859040124,NA,5.265075915,9.630887267,8.682658087,8.044694356
MSE,7.260880826,6.262281561,6.019374304,5.858327009,5.767029117,5.771033921,5.801045827,5.917104188,5.925152204,5.925184704,NA,5.025689284,10.93041452,9.100515735,9.498306806
MSE,7.162128615,6.325417479,6.231447872,6.116984473,6.021622675,5.902455902,5.923614699,5.872037485,5.868881205,5.868852516,NA,5.496296837,10.25423991,8.383772905,8.530976827
MSE,8.069096286,6.948282831,6.398904563,6.086876566,5.883128178,5.7827049,5.673474427,5.635881068,5.634987606,5.634906828,NA,5.076800271,10.7940465,9.664634655,9.564186228
MSE,7.077447579,6.144547804,5.725064427,5.587463467,5.556022832,5.364386025,5.277821745,5.284787618,5.288819374,5.288902265,NA,5.108589581,10.3262059,9.188295699,8.384044278
MSE,8.449809181,7.572313043,7.440476673,7.430001415,7.399145107,7.356098981,7.301069056,7.265533484,7.265493254,7.265451375,NA,7.173190547,11.78156205,8.966567083,10.35527062
MSE,8.130254149,6.91577937,6.410599872,6.196658497,6.124211309,6.077786535,6.069766622,6.10827579,6.107510542,6.107507624,NA,5.833985649,10.53061877,9.560691301,9.047874578
MSE,8.090387111,7.207893819,6.967656412,6.777932369,6.605057378,6.427357511,6.400515794,6.39109305,6.390310439,6.390231737,NA,5.698445464,11.10800874,8.562516254,10.45351502
MSE,7.797369998,6.830640462,6.261322686,6.131493642,6.079575836,5.922651562,5.840518278,5.79714515,5.797243995,5.797262843,NA,5.118864459,9.854577233,9.894400338,8.951344689
MSE,7.684893834,6.833226529,6.822319886,6.742403948,6.789481824,6.769518166,6.753300598,6.763985517,6.76514719,6.765216402,NA,6.188505759,10.75279827,8.499405199,10.19842864
MSE,8.006348446,7.188112067,6.860195474,6.694119634,6.561935204,6.42989218,6.3593578,6.306795852,6.304145802,6.303999547,NA,5.997533928,9.474179267,9.447258861,8.192797054
MSE,7.763405659,6.428900907,5.891578779,5.752427012,5.666333848,5.616739801,5.62124718,5.641436391,5.643601245,5.643610702,NA,4.946970785,9.745826729,9.69481788,9.606811987
MSE,7.68534405,6.681901494,6.236628294,5.94614602,5.715223564,5.482822127,5.362069621,5.31240132,5.306298702,5.306240247,NA,5.345961764,9.40814419,9.314025181,9.542569075
MSE,7.839898254,6.408798493,5.98727408,5.851731639,5.740029831,5.59875803,5.566286956,5.609003023,5.609584025,5.609568493,NA,5.196083337,11.05778114,9.359576242,9.321582297
MSE,8.378350868,7.376611172,6.870768654,6.523488215,6.378086996,6.288120197,6.215065966,6.171476573,6.168872632,6.168964401,NA,6.069051222,10.82650559,9.370487953,9.895650384
MSE,7.595500005,6.950241703,6.710818446,6.601652511,6.615575789,6.668665663,6.576351664,6.528394404,6.52851827,6.528478599,NA,6.458384096,10.20858607,9.356931897,9.864103736
MSE,7.258634164,6.299993722,6.034898979,5.996216763,5.98163505,5.760575097,5.726090789,5.697413277,5.696248599,5.696194482,NA,5.533165356,9.684077279,9.544360329,8.68727844
MSE,7.599404559,6.461475274,6.248249637,6.063417582,5.933756079,5.810408218,5.77787792,5.783141567,5.783266398,5.783272719,NA,5.548459052,10.42565617,9.291503901,9.57303195
MSE,8.705117784,7.874381829,7.730133727,7.490304459,7.29583821,7.066275094,7.073023869,7.079240637,7.081118223,7.081118765,NA,6.742634562,11.79256002,10.44130698,10.72518466
MSE,8.112621937,7.052094209,6.531800323,6.303171353,6.114313505,6.001593498,6.021255646,6.024376691,6.023431023,6.023467732,NA,5.558003504,9.486876925,8.09915951,8.693651261
MSE,8.381727958,7.233037435,6.729300964,6.601865719,6.494684016,6.379166472,6.268460841,6.255022175,6.251017172,6.251021794,NA,5.596386868,10.38402477,8.887193944,10.02955214
MSE,8.076225032,6.808606693,6.328352486,6.06001231,5.937457295,5.740137868,5.688260523,5.669062163,5.669683407,5.669713761,NA,5.398603232,10.93280393,8.68663044,11.25207549
MSE,7.589511769,6.396240631,5.981282264,5.760414342,5.684097924,5.648397201,5.646675185,5.677118093,5.679436468,5.679477669,NA,5.240344246,9.896189471,9.639886971,8.802121531
MSE,7.528223462,6.418462517,6.272660174,6.372002634,6.404669975,6.338714046,6.23713315,6.195755868,6.194962372,6.194855803,NA,5.971349188,10.33249946,8.996709095,9.682285456
MSE,7.470632604,6.319871763,5.740673241,5.406063281,5.323924763,5.268380063,5.217753301,5.228299105,5.230481173,5.23055202,NA,4.58402751,11.81750426,9.064137012,10.29191896
MSE,7.556801879,6.533398656,6.135033229,5.717334054,5.565031782,5.693803977,5.780980723,5.833270648,5.835199635,5.835226656,NA,5.207844087,10.32861588,8.627534562,9.549506079
MSE,9.018660901,8.716293616,8.41278787,8.180974907,7.919773794,7.754042932,7.667763824,7.673770768,7.67677255,7.67679564,NA,7.097983674,11.2029636,10.1295529,10.58005727
MSE,8.177289791,6.637829267,6.075764494,5.814512094,5.710810577,5.54603548,5.401201667,5.358226365,5.361045149,5.361027689,NA,5.088256172,10.3909883,7.667126416,9.226905196
MSE,6.907798992,5.63421993,5.069465865,4.801103124,4.619479578,4.48807396,4.472104266,4.456466664,4.457611402,4.457639088,NA,4.05051216,9.088354639,8.69430561,8.769284999
MSE,8.60601779,7.814505882,7.645561738,7.683598904,7.708208871,7.722274315,7.730965974,7.741574632,7.741601217,7.741559627,NA,7.268059886,11.28209046,8.513237008,9.596125882
MSE,7.532283578,6.413354199,6.029550151,5.739020234,5.472984923,5.352908677,5.32701991,5.308407519,5.308057974,5.308126649,NA,4.819672585,10.4347205,9.499840451,9.820526674
MSE,8.28925413,7.232014998,6.791107898,6.612024935,6.521246054,6.406719821,6.36744033,6.367749203,6.366033394,6.366062724,NA,5.973685365,10.4078294,10.40374422,10.86377437
MSE,7.231388007,6.463802647,6.121743086,6.048829704,6.06572347,6.050980028,6.025838215,6.006861269,6.003484819,6.003419558,NA,5.595556537,10.42937722,8.449649261,10.01760817
MSE,7.872991713,6.740383165,6.556566157,6.414889001,6.284267208,6.235081327,6.139421411,6.119017486,6.120998654,6.121050586,NA,6.367740202,9.952710157,9.371796603,8.764872558
MSE,6.969710205,5.740014026,5.253479041,4.944622813,4.732881109,4.611350965,4.608841768,4.643814662,4.644808323,4.64479348,NA,4.487928823,10.58047549,8.14758394,8.814840676
MSE,7.568401386,6.551116184,6.067317612,5.729188596,5.466531434,5.361964603,5.332253564,5.27020901,5.269723117,5.269653094,NA,5.143869459,10.79828616,8.712650558,9.462791974
MSE,7.659535656,6.7077825,6.424334329,6.324515344,6.128378013,5.945931833,5.89440209,5.86358513,5.866927481,5.866958627,NA,5.819624279,11.03323414,9.352933003,9.386083359
MSE,8.451833566,7.626712323,7.220098804,7.04787653,6.947186743,6.905382951,6.918058308,6.937406685,6.944265621,6.944265488,NA,6.612750456,11.4300287,9.466539037,9.918301626
MSE,9.247025711,8.103982454,7.786118707,7.754022605,7.628162296,7.562546705,7.486042753,7.478404554,7.481830788,7.481833978,NA,6.649319219,10.87465319,10.08943933,10.45103993
MSE,7.644101021,6.883467482,6.47353264,6.236785176,5.99224623,5.910062134,5.896440565,5.89155346,5.886067101,5.886077061,NA,5.643587043,9.961638439,9.336378243,9.051544943
MSE,8.909898138,7.99757058,7.526014875,7.238648456,7.08189455,7.021656061,7.020625858,7.017965003,7.021317257,7.021380249,NA,6.032280456,11.0040795,10.14485296,10.09840861
MSE,7.436812294,6.640753665,6.429176525,6.235854107,6.064481772,5.985426013,5.968913135,5.955507837,5.954481638,5.95448405,NA,5.651530454,9.893262769,7.888160877,7.933009983
MSE,7.94800429,6.535542895,6.137053061,6.064106228,5.975242146,5.81751872,5.730926929,5.752189275,5.757013412,5.757097569,NA,5.385364702,10.67665152,9.615694279,9.593992918
MSE,8.299126961,7.344596071,6.914587672,6.701250679,6.65793124,6.61504624,6.624169973,6.602616419,6.602000916,6.602041552,NA,6.324082342,10.36284288,10.50285648,9.698521648
MSE,7.281683069,6.234856807,5.773186679,5.669388227,5.578432984,5.470032559,5.435851412,5.408920716,5.405026544,5.404941894,NA,4.997259167,10.30219177,8.168729561,8.679493347
MSE,6.520119035,5.207414188,4.586661659,4.478669358,4.511895383,4.658730342,4.738696169,4.767552293,4.771116779,4.77117962,NA,4.102285824,9.639357269,7.72569958,8.869930777
MSE,8.640995032,7.478699413,7.183869065,7.070043692,6.982055448,6.9343502,6.879636964,6.880684871,6.880971204,6.880984046,NA,6.166456135,11.38422655,9.324360812,10.89002761
MSE,6.515623874,6.060410799,6.086185394,6.120324648,6.155485822,6.235140324,6.250796549,6.256411001,6.25642034,6.256439752,NA,6.030920007,10.87274287,9.193265069,9.632911456
MSE,7.805174176,6.894570023,6.606565639,6.537079485,6.429338557,6.310185609,6.284487167,6.285789705,6.285073227,6.285045969,NA,6.082323435,10.60644844,8.315081168,10.18319825
MSE,7.656127104,6.550980733,6.146396884,6.167858897,6.1805774,6.030271635,6.024726513,5.998980789,5.998966667,5.998982997,NA,5.709847897,11.28756376,8.585025809,10.34611066
MSE,7.400402844,6.576237418,6.300792315,6.163313621,6.120122688,6.16002651,6.284765994,6.258321894,6.257919113,6.257919393,NA,5.800272611,11.38357846,9.186850876,10.51707508
MSE,8.337589431,7.170377105,6.701374839,6.340266702,6.206886237,6.044514759,6.062954663,6.043359389,6.042893235,6.042897239,NA,5.286699635,11.33284718,9.802711641,9.669542941
MSE,7.468096086,6.490380903,5.892618825,5.627088445,5.521328408,5.439864443,5.348524995,5.355270632,5.358831202,5.358888477,NA,5.051445589,10.46762959,9.610611575,9.508279899
MSE,7.970672527,7.26092565,6.890786366,6.61027888,6.454190849,6.315262081,6.232267701,6.180585828,6.177775576,6.177721857,NA,6.109992855,10.09020157,10.57173079,9.455411031
MSE,8.03408012,6.540876988,5.982349441,5.761432069,5.608805857,5.480305376,5.435271453,5.414623497,5.412953786,5.412957502,NA,5.0753544,10.37762467,9.206373271,9.717903173
MSE,7.548472329,6.977366837,6.953856709,6.778800905,6.635594504,6.508464093,6.480243247,6.474512634,6.474419333,6.474378848,NA,6.331615085,9.329790134,9.729002766,8.924119346
MSE,7.310875294,6.303498203,5.932329677,5.835120254,5.79761356,5.732128195,5.76746996,5.801080366,5.802147308,5.802186919,NA,5.534688943,9.297876098,7.486021155,8.787028414
MSE,8.017450877,6.633706659,6.005817472,5.897184887,5.904863514,5.916817257,5.894972388,5.919137921,5.923814916,5.923874743,NA,5.28020544,10.04323714,7.853751818,8.735227743
MSE,7.522169364,6.386245099,5.783487594,5.563447739,5.324843501,5.192104276,5.13707713,5.130896808,5.132154632,5.132110011,NA,4.801860438,11.37952732,8.963537636,9.999877322
MSE,8.32152853,7.275511524,6.730598079,6.504290552,6.398522752,6.284648944,6.290085782,6.27618284,6.277557288,6.27755661,NA,6.282522735,10.45543718,9.21294062,10.0179535
MSE,7.337254445,5.768201501,5.132210256,4.813625925,4.65234971,4.557006604,4.647335036,4.729983294,4.732020829,4.732026374,NA,4.035379013,9.611676393,9.176567296,8.454742939
MSE,7.58893029,6.594913105,6.41509995,6.243918965,6.07051461,5.94464652,5.920541639,5.885017566,5.887196607,5.887243436,NA,5.271658963,10.50882463,9.447878656,10.17996099
MSE,6.50167198,5.839382408,5.602522981,5.506455175,5.595504986,5.483108627,5.497813437,5.490502202,5.494491671,5.494250141,NA,5.438320007,9.726790927,9.008210489,8.479510933
MSE,7.303834101,6.331557407,5.783565621,5.425848024,5.36193629,5.310430547,5.397159962,5.423624511,5.42616668,5.426128098,NA,4.937518576,9.663078373,8.85982545,9.952883915
MSE,8.54315283,7.643031886,7.319279416,7.247142868,7.157351479,7.098068121,7.1573493,7.144713342,7.145187824,7.145193114,NA,6.368570368,10.75750982,9.959991212,9.241159087
MSE,8.144548467,6.917958091,6.395650602,6.147569543,5.948191308,5.88563347,5.90757228,5.881743814,5.883363148,5.883380174,NA,5.318725964,10.38216105,8.636392296,9.910573084
MSE,7.022315192,6.100010369,5.742271951,5.567305278,5.409552815,5.260246341,5.254101204,5.286421116,5.289998306,5.290001652,NA,4.84411378,9.711724834,9.126816251,8.540723636
MSE,8.58716035,7.419888927,6.942261681,6.651858962,6.610567352,6.494781095,6.443552765,6.397179484,6.394660838,6.394600743,NA,6.479223427,10.2250984,8.988545934,9.147005542
MSE,7.538015853,6.376620459,5.881857248,5.692173071,5.551845385,5.504901387,5.442538245,5.441681287,5.440724239,5.440753572,NA,5.041006306,9.93083522,9.766505788,9.210475906
MSE,8.454803851,7.285939097,6.878725144,6.802583159,6.688141637,6.54164445,6.346324519,6.221415373,6.214878088,6.214707943,NA,5.400628235,11.49802937,8.39119026,9.624695399
