,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
MAE,5.575972556,4.549886168,4.323371152,4.101329094,3.981838899,3.904195346,3.801113034,3.814677894,3.816048462,3.816009887,NA,3.852481356,8.483080963,6.82119621,6.877363736
MAE,6.661099084,5.471558857,5.146748814,4.757497704,4.438589942,4.277006561,4.343254144,4.434895127,4.456948118,4.456958491,NA,3.992459168,8.507580082,7.341161342,7.328304972
MAE,6.686613907,5.813395233,5.398591357,5.123499871,4.984611983,4.757917866,4.679985961,4.646967511,4.647462397,4.647466989,NA,4.239495412,8.950416987,8.522349026,7.303194342
MAE,6.56888212,5.200094384,4.547584362,4.180946227,3.912336609,3.675716085,3.598165012,3.539845931,3.544691008,3.544694032,NA,3.160230736,7.738717639,7.171973155,7.097173939
MAE,5.884338909,5.199535767,4.719406897,4.393414523,4.156212058,4.015090035,3.876911935,3.870242179,3.869765977,3.869727237,NA,3.920569939,7.444760481,6.654433013,5.775847942
MAE,6.41108492,5.450346451,4.967693685,4.700150191,4.361173683,4.098919766,3.976360562,3.947063206,3.949876903,3.949794772,NA,4.022794776,7.516755771,7.127566179,6.464151828
MAE,5.940301646,4.884865595,4.513320616,4.253208565,3.933252777,3.685837429,3.62725462,3.58804062,3.582434101,3.582378636,NA,3.485361954,8.599822801,6.639921693,6.973798865
MAE,6.175493899,5.339062294,4.813197234,4.684482022,4.592045851,4.451842741,4.401405385,4.354469358,4.35216233,4.352201592,NA,4.333449513,8.147758791,7.992866224,7.487379662
MAE,6.59576381,5.736756481,5.271434651,5.00577324,4.871133562,4.876282608,4.809261638,4.761666273,4.755499007,4.755521057,NA,3.95434738,7.884130363,6.988435392,7.432026204
MAE,6.754403181,5.853960396,5.235698822,4.868204892,4.528839208,4.243801668,4.082928455,4.013859115,4.011791548,4.011728117,NA,4.065533057,7.883320663,7.15703302,7.184347432
MAE,7.080450375,5.422202339,4.830414526,4.505461498,4.177446891,3.917302276,3.842609244,3.78402273,3.777281453,3.777233135,NA,3.821969383,8.938236742,7.841380824,7.718556228
MAE,5.840913807,4.895162185,4.492590706,4.088836274,3.719790987,3.593586266,3.449195136,3.491847271,3.499666898,3.499667948,NA,3.457315886,8.126772443,7.029055844,6.460700683
MAE,5.764420288,4.259028744,3.924416425,3.728962342,3.558020148,3.289595861,3.141911512,3.125421687,3.130014568,3.130164975,NA,2.84155434,7.657775398,6.64253274,6.118545608
MAE,6.4636491,5.183782415,4.754061407,4.388205044,4.132396602,4.043379312,3.921151077,3.901298673,3.903832853,3.903923106,NA,3.565237049,8.222145012,7.15144219,6.513761194
MAE,6.093069217,5.158798434,4.817582625,4.535204464,4.350251661,4.187152206,4.09462084,4.097261743,4.095894871,4.095835442,NA,3.964799643,8.510152875,7.66431702,7.18384087
MAE,6.876251556,5.729129696,5.333291807,5.071191567,4.672382841,4.402093497,4.256266504,4.226121328,4.224127499,4.224169051,NA,4.471889828,8.589297343,7.292699421,7.512168367
MAE,6.244101589,4.927178073,4.562690037,4.231397453,4.081422252,3.819166562,3.738517843,3.71769433,3.714981641,3.7149518,NA,3.487545391,7.838258531,6.553516947,7.137522698
MAE,6.708292745,5.405189268,4.827534227,4.480734162,4.252340925,4.149238752,4.103574948,4.131933396,4.133050372,4.1330679,NA,3.765242162,8.578827686,7.650368675,7.479695038
MAE,6.988044953,5.810205508,5.34399782,5.077898265,4.76892271,4.524869435,4.366061129,4.345532545,4.349793492,4.349795637,NA,3.991777561,9.656512796,7.647860684,8.334479632
MAE,5.659457967,4.985788451,4.544435206,4.351315844,4.102700413,3.820371486,3.729694791,3.702397632,3.702113944,3.702093983,NA,3.699327568,8.405701621,6.093999114,6.927424817
MAE,7.338889036,6.004862991,5.3227107,4.838619001,4.578455737,4.393417921,4.372536969,4.377561347,4.377580172,4.377535632,NA,4.028212658,9.037597762,7.643480347,7.806703834
MAE,6.914458471,5.780048552,5.286153247,4.94810697,4.644751745,4.522874443,4.496448088,4.472102347,4.471341121,4.471300481,NA,4.825766778,8.811761724,8.323523991,7.468293472
MAE,6.70689602,5.482025213,4.895030094,4.67852851,4.485615569,4.297825242,4.130961627,4.076415286,4.075713494,4.07573849,NA,3.863028605,7.986589456,7.243674861,6.722245639
MAE,5.399579153,4.3063318,3.93708154,3.669901423,3.621655009,3.506706415,3.413870046,3.405633627,3.409245535,3.409334536,NA,3.30846079,7.380754862,7.315572635,6.403203426
MAE,5.913411658,4.809710174,4.389733951,4.120899253,3.851408525,3.660758084,3.611272716,3.608193093,3.605792306,3.605799381,NA,3.638494372,8.482721671,5.764268106,6.228058821
MAE,6.174696974,5.045671905,4.651838836,4.252961816,3.987013113,3.807522116,3.715306411,3.623800067,3.62241647,3.622348256,NA,3.464777125,8.757642481,6.989751073,7.168708633
MAE,5.822205991,5.097787088,4.629943801,4.441090475,4.358519809,4.348496217,4.41203994,4.391483796,4.389766341,4.389786407,NA,3.9549299,8.018022726,7.091403054,7.616761577
MAE,6.973022354,5.718319382,5.121245467,4.867789635,4.621159241,4.405954608,4.260900939,4.23192885,4.23328426,4.233302953,NA,4.20485593,7.64082088,7.343742632,6.895697177
MAE,6.087277121,5.105139299,4.869797484,4.46642061,3.981057983,3.723409798,3.496498341,3.426484183,3.427048131,3.427008251,NA,3.603890718,9.047685104,7.133782143,7.797581555
MAE,6.581729223,5.317634854,4.608414681,4.305685504,4.050763111,3.850285535,3.802107447,3.788709782,3.788102213,3.787988994,NA,3.260058835,7.781874921,8.31092613,7.096616063
MAE,5.414649495,4.250709286,3.927878696,3.571102314,3.308845206,3.093579111,3.006855693,2.980299982,2.979020604,2.979074062,NA,2.986502908,7.263960513,6.878133761,6.926220486
MAE,6.5791521,5.420459995,4.766485192,4.390506988,4.202155698,4.056601001,4.038811233,3.976423149,3.969631792,3.969606956,NA,3.694557126,7.751706402,6.560289625,6.895985503
MAE,6.098072077,5.032498964,4.618245445,4.366653932,4.162126279,4.028533138,4.008460687,4.048008741,4.048083731,4.048098221,NA,3.818148597,8.417820758,7.478838942,7.488154019
MAE,5.69275911,4.657112506,4.248078895,4.073382927,3.964028655,3.766496786,3.693078047,3.681385321,3.68638521,3.686308941,NA,3.458840336,7.729902106,6.694226397,6.520271497
MAE,6.599441071,5.327339171,4.742041086,4.539512974,4.335858193,4.140705571,4.089635039,4.115368243,4.115434786,4.115522091,NA,3.814885145,8.872054521,7.218566402,7.545581682
MAE,5.972378783,4.930435255,4.672723063,4.452071486,4.271849109,4.157023086,4.171251402,4.128744959,4.126796203,4.126754808,NA,3.888680955,9.174541995,6.956410966,7.964647979
MAE,6.028909493,5.199862187,4.684401061,4.321938356,4.043511042,3.829448893,3.766746385,3.703370879,3.705165578,3.705148314,NA,3.750613043,7.442827889,7.429509557,6.679149829
MAE,6.10355938,5.04568239,4.458300172,4.108813804,3.94612464,3.755919751,3.671070997,3.616698094,3.610947184,3.610978659,NA,3.463582605,8.573923113,7.25745251,7.275542775
MAE,7.143148734,6.074311024,5.610247147,5.283928215,4.974618933,4.648540847,4.497656292,4.460617482,4.460266946,4.460217788,NA,4.693421898,8.618346592,7.701098994,7.677142151
MAE,7.190299878,5.902028546,5.256701309,4.777514857,4.415997615,4.134600466,4.023187281,3.957276486,3.957961768,3.957932076,NA,4.019649565,8.182028024,6.990331779,6.69069571
MAE,5.984142815,4.928441081,4.457905245,4.163008133,3.886530746,3.732067791,3.578613453,3.543682235,3.540871353,3.540825284,NA,3.467096194,7.523055366,6.220306237,6.761664988
MAE,6.126367024,4.696806958,4.268689368,4.041866035,3.867352816,3.717238792,3.568744397,3.558299549,3.558783303,3.558698015,NA,3.26599906,7.560127142,7.108450729,7.091018064
MAE,6.799971348,5.287115395,4.784373233,4.47391427,4.197234035,3.940090935,3.854968588,3.876886012,3.875497799,3.875478573,NA,3.515928718,9.026070886,6.763310203,6.961429514
MAE,6.634564681,5.354378394,4.901915404,4.543245599,4.28353493,4.099688873,4.020146658,4.02281172,4.025262399,4.025274209,NA,3.690768623,8.396747766,7.358244799,7.620990089
MAE,6.232470498,5.712159097,5.341774331,5.110905106,4.969294427,4.847968169,4.708019608,4.701945887,4.70231015,4.702355595,NA,4.78695608,8.383304078,6.575641657,7.121677955
MAE,6.572383955,5.622340543,5.301703762,5.133379494,5.008230852,4.841354584,4.745477936,4.707427056,4.707422406,4.707426556,NA,4.702191906,8.463846135,7.654158538,6.589027555
MAE,6.987344018,5.874576197,5.405021527,5.166516147,4.91582498,4.761315548,4.671531736,4.652714072,4.650571079,4.650491963,NA,4.320277818,9.691318427,7.264381938,7.605719719
MAE,6.415697233,5.093089233,4.685976725,4.383348558,4.211062858,4.140678906,4.083675288,4.05492716,4.05487792,4.054883524,NA,3.880374344,8.569529737,7.026010668,6.840886408
MAE,5.69755369,4.87368191,4.598531274,4.385436856,4.116124928,4.035478858,3.918650061,3.916627328,3.918687289,3.918714088,NA,4.013725934,7.343955394,7.576462665,6.206374788
MAE,6.878498576,5.786505904,5.308099162,5.089960168,4.733429236,4.507443357,4.322425667,4.262748284,4.261275271,4.261250881,NA,3.998145219,8.210758646,7.207751041,7.501449995
MAE,5.624003119,4.531307904,4.017974425,3.688161681,3.577771446,3.361028986,3.264963013,3.289166919,3.290718757,3.29078995,NA,3.194993565,7.870138372,6.8694639,6.968783187
MAE,7.061034209,5.974850393,5.576634514,5.441894582,5.246515756,5.01067384,4.898189812,4.902939081,4.905123925,4.905103085,NA,4.796387485,8.35980101,7.008777882,7.983817233
MAE,6.329778041,5.358338854,4.88981757,4.672642903,4.406810861,4.19249026,4.105618004,4.11313417,4.120555978,4.120465183,NA,3.471809133,7.634044602,6.971063102,7.053001273
MAE,5.686270067,4.658937928,4.24371054,3.898423534,3.738862538,3.55795726,3.45527249,3.466651832,3.467503692,3.467773308,NA,3.358073803,7.607494656,6.900145082,6.70069539
MAE,6.164418201,5.20160077,4.844985264,4.631641065,4.340793246,4.127747668,4.072748449,4.013537288,4.009722735,4.009685963,NA,3.41906438,7.857272804,7.559680492,7.161207792
MAE,5.674720471,4.68742178,4.1100846,3.761746242,3.508516291,3.343923038,3.212639902,3.202149876,3.200469534,3.200465176,NA,2.951554606,9.749907362,6.818664365,6.920075955
MAE,5.837282365,4.68615774,4.419966919,4.1226322,3.846419508,3.715989127,3.593245861,3.537501808,3.539768928,3.539786622,NA,3.424558963,7.421293332,7.392978144,5.766713029
MAE,6.265022385,5.456158464,5.266110764,4.906622843,4.597315686,4.35962535,4.24909451,4.24353955,4.239570617,4.239551486,NA,3.915044494,8.080220921,7.091500833,6.982733347
MAE,6.076701908,4.732865908,4.033547719,3.817036791,3.612263823,3.419295716,3.358764462,3.347013933,3.34907135,3.349084739,NA,3.121794862,7.777265077,7.051930568,6.033321284
MAE,6.938701858,5.86748147,5.416127867,4.925354305,4.583160624,4.416784258,4.259160089,4.224094895,4.222075561,4.222048795,NA,4.215225369,8.880640855,7.324608199,7.557568549
MAE,4.99897331,4.017676021,3.71743246,3.504729096,3.362999194,3.214149898,3.192334136,3.191855149,3.18961456,3.189642887,NA,3.043433889,6.508777593,7.427238499,5.195788832
MAE,5.839931044,4.95401686,4.564947402,4.277436105,4.015952792,3.871176755,3.866356902,3.851585775,3.852044372,3.852057601,NA,3.728089801,8.220935672,6.903676394,6.692590108
MAE,6.323599364,5.236848077,4.801053255,4.517038205,4.323109129,4.167656765,4.001564306,3.890800421,3.888969447,3.888855091,NA,3.917387594,8.595991158,6.766805786,7.686516651
MAE,5.386522459,4.358886921,3.920543851,3.663158203,3.451605364,3.350754908,3.309927064,3.323526112,3.332451758,3.332473427,NA,3.207503036,7.293986034,7.121309223,6.388815139
MAE,5.842996461,4.927396921,4.412341013,4.208778877,4.083582094,3.966033814,3.823242151,3.79316238,3.795213379,3.795211515,NA,3.764550652,8.435581509,6.610138091,7.356089559
MAE,7.436652234,6.297656978,5.895818095,5.717421278,5.468612095,5.220853995,5.1804432,5.149937737,5.145512394,5.145529273,NA,4.608251352,7.829092659,8.200102211,7.73562418
MAE,5.824700823,4.715144272,4.227440602,4.067717069,3.847599573,3.606965642,3.560015826,3.544270045,3.542698316,3.542755761,NA,3.582684035,7.717868328,6.716780593,6.436533065
MAE,6.326956948,5.431574981,4.834422814,4.505801623,4.361751323,4.22328981,4.102349337,4.081797526,4.085766078,4.08586693,NA,4.226049446,7.63419159,6.719904442,7.514814413
MAE,6.543992402,5.719730556,5.252154289,4.88022483,4.625424611,4.484413848,4.410541435,4.337314613,4.33449777,4.334467414,NA,4.01481771,8.622390409,8.395320547,7.452707464
MAE,6.575528389,5.465245603,5.012653565,4.54660869,4.306820629,4.155738681,4.063626496,4.065681468,4.068280313,4.068418324,NA,3.8475881,8.659422949,7.803085238,6.708782982
MAE,6.312813024,5.50211234,5.14567356,4.839400187,4.583457121,4.324449732,4.194658418,4.155107939,4.155380087,4.155427282,NA,4.061558272,8.877183245,7.905943361,7.40235294
MAE,6.269252057,5.137873256,4.771332639,4.567066033,4.252028149,4.086682765,3.959076287,3.865934138,3.859929196,3.859786056,NA,3.961841182,8.025192182,6.912901889,6.842077789
MAE,5.806110789,4.792432173,4.362733327,4.152490246,4.001897579,3.859455985,3.841341915,3.809920213,3.807858612,3.807809699,NA,3.984270664,8.544996528,6.966386588,7.63222416
MAE,6.6619649,5.435025008,4.999870145,4.643759959,4.382747806,4.264848104,4.100745835,4.059111742,4.060300028,4.060338514,NA,3.989510574,8.124139759,7.342191171,6.730409332
MAE,6.246406587,5.257583101,4.873434572,4.519654362,4.303635437,4.176611865,4.022463004,3.95356475,3.95336002,3.953399853,NA,4.294807671,9.279603598,7.230374593,7.817455329
MAE,6.241354548,4.925072456,4.421297895,4.057887903,4.029428284,4.005260338,3.992030115,3.985827184,3.986184692,3.986160199,NA,3.697595596,8.028702551,7.39358734,6.122550631
MAE,7.203937814,6.205306109,5.650317954,5.400426806,5.147412107,4.905145683,4.793785502,4.772189127,4.773329694,4.77335901,NA,4.566844609,9.061625011,7.449252616,8.558362648
MAE,6.170219127,5.297393965,4.808955556,4.430588668,4.142353009,4.008659505,3.910673426,3.862706858,3.852106529,3.851975919,NA,3.749423,7.194131781,6.299779712,5.936528995
MAE,6.05144293,5.023201086,4.383352543,4.12802781,3.872463327,3.802346687,3.773534194,3.77021479,3.773557186,3.773552295,NA,3.72208818,8.273355061,6.965409521,6.29542549
MAE,6.367916352,5.345903466,4.830041849,4.623752937,4.46822973,4.297860176,4.191948657,4.176075566,4.175886701,4.175853695,NA,4.006245081,8.603367104,7.885355552,8.073757752
MAE,7.386308405,6.534489241,6.101336994,5.693131493,5.296625109,5.016995571,4.848820933,4.830250931,4.830501462,4.830509544,NA,4.554339423,9.347647912,7.122216601,8.527369579
MAE,7.075280393,5.80478783,5.249038616,4.757116569,4.534610426,4.423049216,4.398181089,4.351689016,4.343618822,4.343625828,NA,3.634812302,8.268356266,7.251819413,7.523561402
MAE,5.982558521,4.809827409,4.366206675,4.070026732,3.903233373,3.748471248,3.602583389,3.515402739,3.515285956,3.515270098,NA,3.114005543,7.99139745,7.029483255,6.969611156
MAE,5.983009446,4.892752942,4.531655274,4.294439805,4.072573677,3.84721828,3.751214714,3.769578015,3.774313059,3.774310515,NA,3.63068583,8.482630054,7.408690595,7.034419202
MAE,6.969692782,6.327823405,5.724986914,5.486712213,5.270441174,5.104853044,5.053595352,4.990225415,4.980902293,4.980831058,NA,4.479339134,9.089969271,7.317792775,7.754807727
MAE,6.293253713,5.166893947,4.747621159,4.416847681,4.103254637,3.820290533,3.670294932,3.624814615,3.624136597,3.624132015,NA,3.635840011,7.314277944,7.455208115,6.965343425
MAE,5.978113111,4.733153952,4.101484683,3.844239666,3.655616088,3.56504632,3.517477515,3.512362947,3.512210704,3.512279242,NA,3.30258939,7.465274103,6.420289551,7.031477082
MAE,6.208266535,5.196223791,4.631054841,4.381748326,4.256623973,4.061352802,3.99541431,3.976347339,3.975815276,3.97584382,NA,3.916349074,7.388777971,7.347070702,6.398587723
MAE,6.955940341,5.723449447,5.374826162,5.120719202,4.911792118,4.722194392,4.651227799,4.580914822,4.580277272,4.580299534,NA,4.099792094,8.76826281,8.064777775,7.610493782
MAE,6.557856852,5.080273353,4.565860179,4.233680543,4.11593397,3.979396201,3.865691665,3.84411149,3.842042886,3.841985631,NA,3.917108884,7.867669596,7.896569755,5.441653926
MAE,5.802119615,4.908209925,4.375470561,4.005635219,3.740182497,3.587700496,3.495121872,3.470023198,3.474817633,3.47489685,NA,3.38152388,8.528756621,7.760797785,7.774594489
MAE,5.989931736,4.764820336,4.259575219,3.916180612,3.626872524,3.446498914,3.338094858,3.316153448,3.320669126,3.320840747,NA,3.232991137,8.131694398,7.663141752,7.296298393
MAE,5.931409339,5.213084355,4.818522223,4.539914886,4.246844581,4.052603166,3.891523988,3.832878872,3.835441509,3.835465437,NA,3.979590149,8.403312359,6.941845067,7.403664041
MAE,6.627347264,5.626405657,5.009093076,4.671704779,4.39363891,4.18663607,4.139110686,4.103091438,4.099695579,4.099754031,NA,4.143998783,8.925352055,6.925168033,8.243681076
MAE,6.576063949,5.805627459,5.389415468,5.271704725,5.157125568,5.092023462,5.094193048,5.098653406,5.101099206,5.101111061,NA,4.582907779,8.925539657,7.214302798,8.085370687
MAE,6.093804948,4.714805258,4.37023284,4.134010861,3.927115524,3.795119976,3.744625762,3.737886628,3.740738667,3.740740127,NA,3.725607455,7.593405229,6.158002444,6.031269465
MAE,5.758880722,4.71835916,4.19395931,3.910212363,3.569703915,3.378039971,3.32157471,3.294343308,3.293256309,3.293248427,NA,3.078593311,7.969890038,6.89113211,6.503731655
MAE,6.470388003,5.461400205,5.145282329,4.835877764,4.573105186,4.398070085,4.283471414,4.252058491,4.257948347,4.258002294,NA,3.949483375,8.981672082,6.557323918,7.37870145
MAE,5.991078741,5.485893873,5.105410276,4.761451709,4.579110985,4.367094437,4.30898674,4.293393425,4.293375894,4.293371906,NA,3.978674098,9.653773279,7.576123793,8.513767802
MAE,6.491993575,4.787252468,4.358167572,4.056456264,3.90885837,3.714914919,3.648900984,3.634083437,3.634708334,3.634745956,NA,3.23242599,8.520100691,7.496074936,7.502019529
MAE,6.147906208,5.023206916,4.574732977,4.372848282,4.180766334,4.109291272,4.033204542,4.027442616,4.029963651,4.030053167,NA,3.611570608,8.54340667,7.343183161,6.846128147
MAE,6.390917054,5.412037908,4.932305709,4.674923562,4.43389819,4.181263871,4.119541625,4.097166095,4.097613049,4.09763253,NA,4.019578749,8.890597773,6.825879393,6.70423538
MAE,6.603501905,5.382212128,4.973719065,4.699942443,4.430546411,4.198295941,4.170231063,4.177624831,4.182399976,4.182444531,NA,4.304135121,8.68167338,8.15942946,7.798140006
MAE,6.545277314,5.167802605,4.924012908,4.667517027,4.517579217,4.315306729,4.242085274,4.254821254,4.254819069,4.254830211,NA,3.808582881,9.432994829,7.048323903,7.491654646
MAE,6.24079373,5.104285495,4.488033685,4.207934432,3.95302705,3.800917535,3.677446839,3.567360181,3.560851649,3.56082479,NA,3.626679717,8.85643863,8.00405885,7.480370558
MAE,6.013454297,5.46978103,5.125875257,4.908369193,4.691557676,4.465702381,4.368282251,4.363739663,4.361833982,4.361807264,NA,4.168916074,8.23193039,7.266553732,7.857229029
MAE,6.158095723,4.916828184,4.263315061,4.016612153,3.803639957,3.639191528,3.516797311,3.507204402,3.505775891,3.505811209,NA,3.43604389,7.492463741,7.092644454,6.202622893
MAE,6.568028239,5.501165316,4.949710685,4.584774158,4.517839477,4.495800652,4.491640009,4.515922934,4.51809636,4.518047187,NA,4.124825573,8.855331135,6.965042615,6.780720831
MAE,6.579473075,5.48570422,5.01037827,4.770255535,4.401140499,4.08654852,4.030614125,4.009422577,4.013796637,4.013745122,NA,3.856318927,7.873193123,6.125740514,7.258125644
MAE,6.223952177,4.973220145,4.390965244,4.068757109,3.754271628,3.54898162,3.379939489,3.277046256,3.274434006,3.274443161,NA,3.375426425,8.101232774,6.457817348,7.073932881
MAE,5.284962435,4.460783487,4.146919532,4.011374561,3.791813501,3.706627924,3.703644789,3.68988474,3.691219852,3.691222543,NA,3.309014193,7.527804355,7.006100598,6.897284932
MAE,6.199542375,5.176480206,4.804597803,4.578511363,4.288813297,4.151318636,4.120978492,4.090654045,4.093602096,4.093757824,NA,3.978560168,8.581238216,7.064726528,7.222029678
MAE,5.799332319,5.052160425,4.669029737,4.47192279,4.169526033,3.938483256,3.857258976,3.807912905,3.804945843,3.804971291,NA,3.839931874,7.868155073,6.30230662,6.870401805
MAE,6.405397792,5.353560437,4.85884124,4.576443161,4.400460325,4.170348201,4.064994314,4.003642976,3.998601075,3.998494329,NA,3.823092891,9.085171454,6.963498875,7.234254562
MAE,6.619142679,5.49008127,4.993673817,4.713587135,4.438647419,4.204701981,4.02964366,3.987446854,3.987144779,3.987184329,NA,4.003680755,8.21036291,6.377175055,7.176079251
MAE,6.148290616,5.432136671,4.874579167,4.703752301,4.523532417,4.460583061,4.421002822,4.441471151,4.449013279,4.449104774,NA,4.327190655,8.315963615,8.392002638,7.620414918
MAE,6.230519427,5.051750703,4.709675776,4.41370742,4.275843403,4.078586935,3.937652717,3.872226722,3.868525534,3.868458838,NA,3.944523696,8.156404685,7.486788314,6.112462149
MAE,6.110504675,5.001351352,4.474466777,4.051410482,3.794586284,3.589092078,3.474905922,3.44728699,3.449556832,3.449649342,NA,3.330806293,7.44771193,6.965612205,6.598396832
MAE,6.340086219,5.10457666,4.803793024,4.479813749,4.208816143,3.933961066,3.840914729,3.837764325,3.837950013,3.837944322,NA,4.008765079,7.720105238,6.746608417,6.519370823
MAE,6.00523401,4.906714979,4.584475494,4.519293624,4.355494138,4.222736865,4.179302238,4.176467918,4.175910993,4.175927832,NA,3.750639669,8.101698261,7.091685802,6.603232559
MAE,6.226048676,5.355857889,4.896904972,4.547852839,4.279749691,4.105214396,4.019045715,3.954358482,3.951248769,3.951267576,NA,4.043795508,8.440662606,7.686325593,6.147234408
MAE,6.578860232,5.203508567,4.642135087,4.363958294,4.240707427,4.1054453,3.993953813,3.895136307,3.890524294,3.890527009,NA,3.09394812,8.246387139,7.41082083,6.747427009
MAE,5.969397985,5.026510786,4.450025705,4.112360007,3.91991293,3.773634429,3.635642322,3.627819819,3.627781262,3.627786149,NA,3.47101387,8.059575005,6.515343977,6.180640093
MAE,5.543097252,4.83386192,4.263261083,3.908691964,3.687670638,3.541099984,3.460433016,3.486670215,3.49102583,3.491046346,NA,3.426314976,7.908381792,6.317619044,6.680556106
MAE,6.092391748,4.965798837,4.557893456,4.331826617,4.121929149,3.979043214,3.944308098,3.983702328,3.987158621,3.987295726,NA,3.754558143,8.2745095,6.856551075,7.209443976
MAE,6.034774436,4.706007501,4.189679838,3.916612489,3.701273097,3.480486291,3.335971593,3.288503779,3.283623067,3.283688729,NA,3.04081641,8.63829778,7.517255089,6.547362637
MAE,5.906991297,5.173961865,4.777886837,4.579735166,4.362324406,4.243664071,4.246305328,4.262236832,4.262003447,4.26201463,NA,3.969258961,8.397224157,8.442457301,6.425763225
MAE,5.990513326,4.679986511,4.200357701,3.919207585,3.631240136,3.477660433,3.329976697,3.326903452,3.327798138,3.327812876,NA,3.342430188,7.668264951,6.423266753,5.895640455
MAE,6.274542158,5.538290448,5.108593027,4.837506588,4.57919189,4.426092805,4.394353129,4.358071704,4.359569696,4.359622705,NA,4.260673529,8.687258511,8.491798019,7.847454631
MAE,6.627165078,5.139614116,4.549711295,4.233223919,3.907849184,3.599559205,3.414107472,3.407842064,3.406463167,3.406456886,NA,3.447691728,9.181803045,7.380018224,6.992736986
MAE,5.872714578,5.102107224,4.536232721,4.272999564,4.051304406,3.79126603,3.637418635,3.601113308,3.602133565,3.602162338,NA,3.246780152,8.187494396,7.334968277,7.824823722
MAE,6.951442468,5.671102587,5.265520269,4.931269985,4.733680602,4.60633037,4.583844077,4.597870606,4.597417394,4.597337905,NA,4.304543412,9.026036523,7.010056446,7.192655511
MAE,6.110665149,5.195682769,4.511904592,4.152677524,3.871682105,3.692055972,3.558531235,3.493495862,3.494324623,3.494270953,NA,3.588698902,8.565669811,7.770867519,6.845584825
MAE,6.184017406,5.254406238,5.069868945,4.956558515,4.848618029,4.707988815,4.612710441,4.607309003,4.605992131,4.606014497,NA,4.590947377,9.519612116,7.930924567,7.871447562
MAE,6.071451774,5.063647433,4.777118692,4.520843668,4.27709673,4.107438026,4.037435829,4.064336556,4.066301862,4.066361137,NA,3.950140202,8.790808609,7.265861579,7.0685776
MAE,5.787806729,4.825193799,4.341292925,4.023061048,3.76146909,3.603128358,3.55260612,3.546815562,3.548597116,3.548629926,NA,3.580904669,8.732628131,6.924474631,7.089297056
MAE,5.461868131,4.721160213,4.510351033,4.345392199,4.136565888,4.041431129,3.968002698,3.970338509,3.972023329,3.972004311,NA,3.576326984,7.617159674,6.785525326,7.022413191
MAE,6.182635568,5.069462594,4.62068924,4.367597549,4.199399286,4.045313755,3.98225735,3.969467149,3.967514242,3.967472478,NA,3.827024478,8.204412975,7.322014929,6.890766102
MAE,6.536164897,5.535632119,4.944431666,4.504336998,4.208950617,3.919362339,3.90243845,3.905017966,3.909515764,3.909582334,NA,3.415093911,7.987966352,6.99130536,6.958016327
MAE,6.679369813,5.739982136,5.435619898,5.23191395,5.032574473,4.887085823,4.852131826,4.912247003,4.920549095,4.920556652,NA,4.301926986,9.167262375,8.090325302,8.19737541
MAE,5.803168116,4.846464991,4.43208187,4.158932402,3.893529814,3.688496782,3.577757886,3.557602253,3.558964033,3.558940297,NA,3.557611317,8.61420015,7.236740957,7.68089754
MAE,5.9919199,5.169601443,4.771209779,4.419249498,4.341047513,4.233512647,4.186672811,4.164649017,4.16456833,4.164551737,NA,3.845531658,8.737324412,7.009292424,7.048924223
MAE,7.127642687,6.159748862,5.721845648,5.408888298,5.249240496,5.137189038,5.063016679,5.079229533,5.080535828,5.080540531,NA,4.796615815,9.032806865,7.126895498,7.920114958
MAE,6.302623299,5.380325447,4.801466554,4.509504657,4.095488546,3.887631503,3.770070888,3.74255413,3.743405786,3.743357166,NA,3.663856075,7.928567153,7.170968081,7.644628007
MAE,6.146707657,4.652954977,4.215163653,3.991009428,3.788898418,3.579526296,3.511479448,3.449973538,3.4477315,3.447662664,NA,3.035917336,8.361555728,7.14023635,6.408486635
MAE,6.446548068,5.423977836,4.807407434,4.50998684,4.354086201,4.09899047,3.959134321,4.000998902,4.002988997,4.002955599,NA,3.457936201,8.137806174,7.145038381,6.117064564
MAE,5.891954055,4.71351175,4.23611629,3.944892622,3.652647136,3.534962722,3.49863437,3.478475905,3.477927411,3.477903065,NA,3.587286828,8.26097406,7.424529646,7.129540664
MAE,6.594156165,5.398035812,5.06867805,4.732551531,4.610766376,4.493928112,4.359610655,4.281076846,4.278667368,4.278629209,NA,4.235683829,8.46608753,7.056800279,7.079063424
MAE,6.574233816,5.331804787,4.801993633,4.362844506,4.093816333,3.872916053,3.777694817,3.763779461,3.763279722,3.76319546,NA,3.920681698,8.033454964,7.229721501,6.899038285
MAE,5.949419133,4.928215726,4.524250001,4.155291304,3.945699071,3.839122848,3.810783231,3.85851365,3.871051229,3.871097621,NA,4.013363893,8.230096083,7.987769702,7.035846579
MAE,7.23785899,6.006694199,5.495446547,5.193402909,4.993091926,4.848981316,4.77594714,4.732083091,4.731012512,4.730946519,NA,4.341882534,9.559157362,7.534787995,8.214028394
MAE,6.013021281,4.984171153,4.57409428,4.363027371,4.2042559,4.1418207,4.083282254,4.098115349,4.099488858,4.099467803,NA,4.020939368,8.838678759,7.510888199,6.697732601
MAE,6.391764872,5.380857889,4.88672644,4.571541971,4.167790284,3.885011919,3.732922381,3.653705995,3.647683332,3.647636495,NA,3.583639223,8.239669968,6.597330992,7.081704306
