"","Nu_Optimal","Eps_Optimal","Scale_Optimal","C2"
"95%",0.779976232710675,0.612814777409116,2.7383246232988,24.3984996536593
"95%",0.78112487072901,0.60842211316523,2.73635876064914,24.4160280932289
"95%",0.999995000039884,1e-05,3.16094110788019,21.1752254533105
"95%",0.774657883909069,0.633371854645212,2.66227071261599,25.1905079563084
"95%",0.999995000039884,1e-05,3.06231973629968,21.8571691945135
"95%",0.779837307632733,0.613347187330254,2.71333361098056,24.6475786469293
"95%",0.779285609381625,0.615463897790862,2.71397313762977,24.6369800415776
"95%",0.999995000039884,1e-05,3.08558323647221,21.6349520195419
"95%",0.782080210933143,0.604781293348842,2.7572086608284,24.1798463667851
"95%",0.779240837621482,0.615635843359547,2.74267523873438,24.4520206478937
"95%",0.999995000043895,9.99999999929376e-06,3.15272123899067,21.2304341329677
"95%",0.776909513447645,0.624624473812303,2.67689812237796,25.0041792941082
"95%",0.778418973919956,0.618796719862114,2.72916144742018,24.5730979496995
"95%",0.778246766303094,0.619460115011725,2.70162306199633,24.7299533798743
"95%",0.779383340485224,0.615088650483384,2.71483729414018,24.633926945217
"95%",0.776780891723805,0.625122404419267,2.68006674586315,24.97461703419
"95%",0.782455650712784,0.603353612625188,2.74282898674409,24.4506500011906
"95%",0.999995000039884,1e-05,3.08777795769549,21.6195743955635
"95%",0.774889557440618,0.632468810270348,2.64362954211673,25.2974565863158
"95%",0.77965300093433,0.61405389194803,2.73609636571492,24.4183696197064
"95%",0.77640537406124,0.626577350603418,2.68520938932773,24.9267862945904
"95%",0.783048894509361,0.601101278004579,2.78379608173975,23.9803646938317
"95%",0.772533646155317,0.641684392136449,2.60607895474399,25.5820652319988
"95%",0.775813620731253,0.628873775396384,2.65935300844747,25.1230326176842
"95%",0.780842377192927,0.609500895481841,2.7461910920121,24.3649788576713
"95%",0.779744039715458,0.613704759679105,2.71787815922686,24.5820483697355
"95%",0.774054093188475,0.635728643092329,2.60748725754128,25.3382015612607
"95%",0.777587707478858,0.622002493654418,2.68329346369803,24.923514508112
"95%",0.777137226267673,0.623743453017787,2.68165183863731,24.8611250944037
"95%",0.781311996448678,0.607708072119872,2.74167726661352,24.3686640972467
"95%",0.783652421224778,0.59881440091836,2.75077357490186,24.2364120508823
"95%",0.782691754480236,0.60245668515883,2.76910324238519,24.075982722325
"95%",0.778420638965793,0.618790307449039,2.68171480388457,24.9592687884051
"95%",0.777075242286087,0.623983203322544,2.67771512615676,24.9754363034079
"95%",0.778004324391809,0.620394713140713,2.70289666279876,24.742752652168
"95%",0.999995000039884,1e-05,3.10058868898391,21.5800593396112
"95%",0.77913292899609,0.616050369877596,2.70684958983658,24.7275064175402
"95%",0.785117539518218,0.593281591462266,2.81801561673187,23.7319847253221
"95%",0.7818477787131,0.605666044272335,2.73375205597155,24.3419208390319
"95%",0.779929881123951,0.612992385951786,2.70983413409034,24.6460775498422
"95%",0.783018045718373,0.601218291691479,2.76353137547812,24.1759557955456
"95%",0.782434173790376,0.603435235187592,2.75429026053381,24.1604078892916
"95%",0.999995000039884,1e-05,3.03594982203479,22.028395557334
"95%",0.782620022699801,0.602729111274127,2.74751113353211,24.0109577279822
"95%",0.781322781628571,0.607666931041302,2.75674895909394,24.2799187003227
"95%",0.784033187075263,0.597373935594481,2.76731156033438,23.9679921389066
"95%",0.782297865837575,0.603953404834285,2.77726460429166,24.1005630146182
"95%",0.778156524566308,0.619807903752775,2.68741812160135,24.8077815968116
"95%",0.780501143340421,0.610805333012575,2.76724566991203,24.2349106540049
"95%",0.7824523783543,0.603366048778308,2.77144215989797,24.1261040885746
"95%",0.779110498745767,0.616136553276965,2.6928449655536,24.7116997046726
"95%",0.776429327475639,0.626484488936233,2.65395191480353,25.199063780683
"95%",0.778468395628258,0.618606402319445,2.71921248293876,24.6150828682804
"95%",0.77725289976552,0.623296166249114,2.68181379334934,24.8922745639272
"95%",0.779555147095097,0.614429276702174,2.74063546830222,24.3580169801763
"95%",0.780151244216421,0.612144418367446,2.73193402095301,24.4355993817492
"95%",0.779646670962265,0.614078171185315,2.72117810638088,24.5522379503559
"95%",0.785164185585735,0.593105875368143,2.75757407716731,23.9591161836961
"95%",0.777838292038554,0.621035189094009,2.69485171692115,24.7831009760727
"95%",0.776063785226525,0.627902410053715,2.64904682891177,24.9406831842007
"95%",0.783332719841416,0.600025245675119,2.79336036769128,23.9616919385596
"95%",0.778301458380743,0.619249383932838,2.70085073389307,24.7614956031287
"95%",0.780204120244657,0.611941959567504,2.73234159882529,24.4319543727912
"95%",0.780165690926838,0.612089099371359,2.71576297862707,24.569676874788
"95%",0.778820354925055,0.617251943236553,2.66809432150939,24.7256527449447
"95%",0.781028475404235,0.608790113536352,2.70001324688743,24.692057306332
"95%",0.785462699756314,0.591982005711258,2.75499507887045,23.9232582464803
"95%",0.778050866665195,0.620215237607669,2.68243111636058,24.9526037018289
"95%",0.777711585853754,0.621524199242573,2.69870712357814,24.7936826161724
"95%",0.781462629122709,0.607133601844997,2.73011232289801,24.2001170229757
"95%",0.778604625350172,0.618081957394978,2.71400550998646,24.7784062665133
"95%",0.778297495517029,0.619264651749605,2.67971892420672,24.8327447848655
"95%",0.772065538519645,0.643524081816989,2.63563401662506,25.395650603155
"95%",0.775173938422788,0.631361263978059,2.61736822614222,25.2425459437094
"95%",0.999995000031701,9.99999999941571e-06,3.07138760558107,21.8350661590667
"95%",0.78160459852664,0.606592431339815,2.75278363685361,24.1736311016654
"95%",0.779387833611001,0.615071401632713,2.71821544803214,24.5589235105361
"95%",0.784342648827076,0.596204543576058,2.74387115034326,24.297380659314
"95%",0.780348681742488,0.611388623159051,2.75303264782478,24.3126940964124
"95%",0.778085698976793,0.620080935878083,2.71510409114459,24.5870666583677
"95%",0.788298004261476,0.581361978653672,2.82143240412827,23.4075317798744
"95%",0.781951192485682,0.605272317289662,2.7606092708934,24.2015460418782
"95%",0.777459752940643,0.622496731698046,2.69302682996438,24.8334338254196
"95%",0.781869659387437,0.605582726871865,2.74997155026286,24.2951649324431
"95%",0.999995000039884,1e-05,3.10901421005504,21.6302424474314
"95%",0.779808551313427,0.613457422144888,2.74572368872387,24.4248727005627
"95%",0.785115936841024,0.593287629236736,2.80444842664237,23.8232273193029
"95%",0.780786131784321,0.609715804422597,2.71034753015485,24.4717332320149
"95%",0.999995000028205,9.99999999922862e-06,3.10321178640021,21.5691500326648
"95%",0.777399665160375,0.622728899269063,2.69869259389796,24.7812973301281
"95%",0.781033958759746,0.608769177056756,2.73500306422638,24.3761634829677
"95%",0.773458261114636,0.638058998095869,2.59734677752711,25.7339037075508
"95%",0.779843054007398,0.613325160361984,2.69973010534279,24.6946469530646
"95%",0.780552273868676,0.610609782546654,2.76019049469895,24.2052179012556
"95%",0.78298663523192,0.601337448146694,2.77355150528783,24.0373693053453
"95%",0.999995000039884,1e-05,3.07845387191018,21.2922158646465
"95%",0.780633311486625,0.610299918822321,2.75180563626431,24.3235349626165
"95%",0.778012339428475,0.620363803724767,2.69122502606307,24.8052261059103
"95%",0.77793039747406,0.620679845591467,2.69159156130907,24.5098010532902
"95%",0.782355596038024,0.603733917273994,2.78019029987808,24.0548654438989
"95%",0.780563509123234,0.610566817340888,2.75843860629277,24.1690649441716
"95%",0.779285341568428,0.615464926249726,2.73038394625542,24.5143693786348
"95%",0.999995000039884,1e-05,3.14963158678295,21.1950012037962
"95%",0.783524214402112,0.59929982195016,2.77780023613878,24.0321259984383
"95%",0.7767170037608,0.625369811296232,2.68883866349275,24.9416048937964
"95%",0.780675763365163,0.610137628476111,2.72917091140665,24.4997855376891
"95%",0.775999548239311,0.628151759525658,2.66657293387044,25.1009975215072
"95%",0.784956693350663,0.593887706211628,2.78507532892083,23.8151194817774
"95%",0.782035981084914,0.604949601741562,2.72815359181059,24.3918730747987
"95%",0.781437425441124,0.607229701704359,2.7439497597806,24.2966845811822
"95%",0.781066838467715,0.608643644091034,2.73933310298157,24.3695975493887
"95%",0.778318127798082,0.619185163469883,2.6814257188552,24.9360262173174
"95%",0.780281820894193,0.611644512920541,2.73409306031817,24.4604342634253
"95%",0.782495518035331,0.603202113029107,2.75461768164048,24.0784418709241
"95%",0.777160223912404,0.623654512007416,2.67055808183348,24.9644006148064
"95%",0.999995000039884,1e-05,3.16753586459028,21.0475538936395
"95%",0.784704564319572,0.594838444247097,2.76207777500858,23.884328776439
"95%",0.781177844113124,0.60821993080509,2.73614431250542,24.4420965905714
"95%",0.778225284968848,0.619542893983704,2.67154069624666,24.8272099381398
"95%",0.776729881262143,0.625319938816853,2.69548151518768,24.8108188444926
"95%",0.780647983146598,0.61024382760196,2.73289756050344,24.3949435879033
"95%",0.780718315342054,0.609974978223861,2.71071667022152,24.5945592737111
"95%",0.999995000030199,9.99999999943072e-06,3.07413787430132,21.7547508623697
"95%",0.772322980992427,0.642511964052516,2.61974405447917,25.5028777559131
"95%",0.781388970465781,0.607414479492331,2.71129070833378,24.5893520805709
"95%",0.999995000039884,1e-05,3.15349911859047,21.2665198390719
"95%",0.999995000043529,9.99999999974151e-06,3.08390132273988,21.6858766131283
"95%",0.776165876048822,0.627506231955164,2.65946995171294,25.1680379245829
"95%",0.785282690771933,0.592659586168655,2.81136315940906,23.669932472896
"95%",0.778780646723592,0.617404675188078,2.68350488296689,24.7165198561773
"95%",0.782501569478134,0.603179118708969,2.73362489211809,24.3695363296107
"95%",0.780810205182157,0.609623817138188,2.72165044386567,24.5279276858795
"95%",0.776460361010588,0.626364190274358,2.64358675061079,25.1995403988949
"95%",0.776886832898222,0.624712261174151,2.68942409969694,24.8667004878614
"95%",0.778818457852713,0.617259239600466,2.72452415527389,24.5463426861331
"95%",0.77440308496413,0.634365841074615,2.63317471361273,25.1889482992183
"95%",0.773169563310547,0.639189780608749,2.61955929442266,25.4838458573971
"95%",0.776913460850336,0.624609195663279,2.66496103276562,24.8885071520794
"95%",0.77803965494751,0.620258469523102,2.70071949791408,24.7752082168027
"95%",0.779832187183841,0.613366815355135,2.70100490250955,24.7600822604444
"95%",0.999995000023588,9.99999999927479e-06,3.17248084163382,21.0147468646858
"95%",0.999995000039884,1e-05,3.15165882979762,21.2303715311395
"95%",0.784022625855722,0.597413865209652,2.77895116452474,23.7748106348242
"95%",0.781501142264594,0.606986769341732,2.74069884125832,24.4221070904927
"95%",0.78075324841042,0.609841467442551,2.75106325041096,24.37746626072
"95%",0.770037935526547,0.651525835943664,2.58701208895861,25.8510982060857
"95%",0.782397418866246,0.603574934818774,2.73841198436152,24.3777947418469
"95%",0.783399615826353,0.599771777072538,2.77708734339836,23.9620753370213
"95%",0.782218432507904,0.604255474770699,2.75689840637356,24.2143290877341
"95%",0.999995000039884,1e-05,3.05972551562256,21.7891707865942
"95%",0.778787708127922,0.617377513037434,2.71372145921854,24.664889750061
"95%",0.776383725887701,0.62666128173298,2.68481729757755,24.909368556416
"95%",0.779120196842796,0.616099289648309,2.67097312620234,24.8324856110797
"95%",0.774581979643317,0.63366787407747,2.63993089337939,25.3078641341393
"95%",0.773147621795606,0.639275766290535,2.63491404912931,25.4025897452396
"95%",0.776577455850222,0.625910394020378,2.66200414216324,24.9979987205893
"95%",0.777800439925282,0.621181254191977,2.67910492933838,24.9624801326896
"95%",0.778197694347256,0.619649223892445,2.70207694408723,24.6941224228975
"95%",0.777966392618669,0.620541005410574,2.70237365406461,24.7684625341598
"95%",0.778678957647911,0.617795899012815,2.72072018291892,24.6014423034825
"95%",0.784549303718005,0.59542429801641,2.74991922828847,24.0258102930248
"95%",0.999995000039884,1e-05,3.09905058902952,21.6354882393181
"95%",0.999995000039884,1e-05,3.14336482912225,21.2372565395217
"95%",0.780401710769566,0.611185710595204,2.71302928739739,24.6058697499054
"95%",0.774889309398601,0.632469776747009,2.63407191194638,25.4107111884205
"95%",0.774826150298244,0.632715897185664,2.64214724462587,25.3116489658281
"95%",0.786006712383237,0.589936687505179,2.78338409998382,23.8295899313305
"95%",0.780517847769167,0.610741442728288,2.74656840838244,24.3493311027292
"95%",0.781519989741043,0.606914919554019,2.73516098044944,24.4267203468894
"95%",0.775153758282644,0.631439822883235,2.6742159896921,25.0081159598855
"95%",0.77554216197118,0.629928734841499,2.66083710238852,25.1289723693124
"95%",0.778597445252752,0.618109592802101,2.64863367488692,24.9445736216506
"95%",0.777387185405366,0.622777124412433,2.69277994123809,24.8357106898424
"95%",0.778358563061992,0.619029397580155,2.69301182856939,24.7562528737264
"95%",0.771612091702111,0.645308885476367,2.59045313652977,25.7701806421433
"95%",0.7814827052681,0.607057058620235,2.77556772915427,24.1152971699938
"95%",0.778091677792339,0.62005788512063,2.7059161835584,24.5923271919275
"95%",0.781739583758864,0.606078117974223,2.73895797138829,24.3729352442536
"95%",0.999995000043105,9.99999999952371e-06,3.12211753192147,21.3537386528077
"95%",0.999995000039884,1e-05,3.1132273159819,21.4603707317435
"95%",0.77463609123262,0.633456836392855,2.63933889390764,25.2811107385264
"95%",0.999995000039884,1e-05,3.13836613465074,21.288469702595
"95%",0.774415867165484,0.6343159569102,2.63631365832387,25.3676581164168
"95%",0.781582591155816,0.606676304273305,2.76960633855647,24.2090262571202
"95%",0.777440435683785,0.622571364817824,2.66862299988915,24.9359973824569
"95%",0.780993604189753,0.608923267214692,2.74193175404211,24.4028276040645
"95%",0.783879259972009,0.597956036507882,2.79334103211952,23.9179576016423
"95%",0.782057241381672,0.604868696614826,2.75821879729404,24.3142246850734
"95%",0.77746347265346,0.622482360961652,2.67900331427318,24.918388461005
"95%",0.775882636881635,0.628605711791273,2.66836725822059,25.0381622572132
"95%",0.779137999464048,0.616030888581531,2.70453979023815,24.7032832034168
"95%",0.780860662448916,0.609431037638397,2.74268332765937,24.3597252731978
"95%",0.779477730172702,0.614726347613722,2.71242786290371,24.6314430281806
"95%",0.776068546698028,0.627883929503756,2.65942456066181,25.0689125783696
"95%",0.999995000039884,1e-05,3.13173071418945,21.354678826308
"95%",0.781408844361139,0.607338688986988,2.73759660519074,24.3530700226576
"95%",0.999995000039884,1e-05,3.19383807242179,20.9016373903889
"95%",0.782506829036126,0.603159133770373,2.74568456781978,24.1567813365638
"95%",0.783861056287788,0.598024896203131,2.7891688284896,23.902777465107
"95%",0.778910519758011,0.616905211316751,2.71295932301558,24.7696632580931
"95%",0.782345548046832,0.603772116280056,2.76536136772316,24.1838568921149
"95%",0.78309836894274,0.600913639454442,2.7620520698832,24.1691480045856
"95%",0.781626539739228,0.606508816587442,2.72582151496942,24.4582711868234
"95%",0.780374518118794,0.611289757303679,2.75327641635158,24.2900070529861
"95%",0.999995000039884,1e-05,3.11342146907222,21.4133815425468
"95%",0.78283808051991,0.601901160681138,2.74932568160214,24.1135038120936
"95%",0.781610848981191,0.606568611156979,2.75211636614677,24.2762309017857
"95%",0.780594765418004,0.610447297201701,2.74953713740939,24.3909968174453
"95%",0.778574235857725,0.618198927696466,2.73232164727834,24.4762924008658
"95%",0.787488592636023,0.584383709174047,2.80665765472492,23.6319886083509
"95%",0.776925208858087,0.624563726991836,2.6853405399667,24.8799030807433
"95%",0.782677174774204,0.602512051410482,2.74922056267029,24.2819532851664
"95%",0.778822862092065,0.617242300446665,2.69666214198365,24.6767198248461
"95%",0.782238873567705,0.604177733748396,2.75898264042154,24.1960367185128
"95%",0.777145706347225,0.623710656401051,2.68245782503017,24.8862981741859
"95%",0.779353839211952,0.615201910517128,2.71393659496521,24.6088218641144
"95%",0.77921852169184,0.615721556980789,2.72092651794616,24.5740197628099
"95%",0.77693222071523,0.624536589629651,2.68511790576278,24.9276355650333
"95%",0.782660733524029,0.602574490034257,2.78414813785445,24.0206699717988
"95%",0.999995000039884,1e-05,3.07131764236889,21.7069315463504
"95%",0.778603225369409,0.618087345715926,2.66879693632241,24.9343722013179
"95%",0.774696829983361,0.633219997560878,2.65269812089082,25.210974081567
"95%",0.778618083055127,0.618030161929105,2.69673295715109,24.6760718237003
"95%",0.777133923960311,0.623756224904807,2.68328979713383,24.8785820095486
"95%",0.773797045176573,0.636733416905409,2.66094210828374,25.2725269469971
"95%",0.77656903242561,0.625943032790546,2.68436726963369,24.8889237806418
"95%",0.782869190156954,0.601783087854215,2.76690436734474,24.1155493629915
"95%",0.999995000041372,9.99999999954104e-06,3.15550526920963,21.1277992372672
"95%",0.999995000039884,1e-05,3.1116328102708,21.3858061659302
"95%",0.999995000023559,9.99999999971917e-06,3.07740115937227,21.5528942406486
"95%",0.776115181950811,0.627702940953148,2.65780039123929,25.1377088337358
"95%",0.778427718718501,0.618763042347611,2.70922664842716,24.5622772751894
"95%",0.778678400973328,0.617798041043297,2.70333336654228,24.6158231772631
"95%",0.775289506542116,0.630911472063387,2.64771636243169,25.2128385882199
"95%",0.774638488436372,0.63344748806368,2.67719316679678,25.0500981400012
"95%",0.782065861427421,0.604835895019949,2.76746791377227,24.1218497750837
"95%",0.782561308202407,0.6029521475661,2.7596263480396,24.2546026753037
"95%",0.777268876666863,0.623234400139725,2.70225902227139,24.817736203404
"95%",0.786129032443257,0.589477303503183,2.81399827772421,23.7423785586661
"95%",0.774569768596025,0.633715502958353,2.67451539485454,25.1442677299143
"95%",0.782742691694776,0.602263272537404,2.79047831295034,24.033138425324
"95%",0.779426607854544,0.614922560165612,2.72865923988473,24.5043796776863
"95%",0.781951485295728,0.605271202664806,2.75480430488272,24.2327359352013
"95%",0.778094064329818,0.620048684178339,2.70832882999091,24.7140007013937
"95%",0.77537374593025,0.630583720264358,2.67247938243976,25.1448483777086
"95%",0.781938719971151,0.605319796761991,2.73864011625339,24.3757640433258
"95%",0.780100071263711,0.612340389789037,2.70205867142147,24.6274356822136
"95%",0.779959131114928,0.612880303604391,2.73477094706266,24.475044491712
"95%",0.780096183503596,0.612355279666246,2.70470521251947,24.7017723276863
"95%",0.775111855644953,0.631602961684869,2.67568549659562,25.0642131346633
"95%",0.999995000039884,1e-05,3.11505346941778,21.4302726835235
"95%",0.779580494598257,0.614332027545043,2.67479979872439,24.8784137682884
"95%",0.780409517359157,0.611155842115486,2.75219666572864,24.3200790980827
"95%",0.780229196486464,0.611845956630676,2.73041050281618,24.4171642876545
"95%",0.775671291440382,0.629426785849098,2.6418317092411,25.3360728353236
"95%",0.780477812865889,0.610894572156085,2.73324776033561,24.5363602016691
"95%",0.781382891863221,0.607437661662671,2.75550133894306,24.2376155918029
"95%",0.777066253461961,0.624017975631188,2.67226018475259,25.0264191913602
"95%",0.781002370287826,0.60888979294759,2.74932245592202,24.3009008380418
"95%",0.781137386399573,0.608374341698361,2.70909788676359,24.3285630473609
"95%",0.778180207334477,0.619716621099714,2.70983623592173,24.7002529956328
"95%",0.781888130672383,0.605512396436585,2.72728615241234,24.4451363348983
"95%",0.776963933342835,0.624413862946319,2.68738450596135,24.9066110396644
"95%",0.778281744436897,0.619325338275373,2.71745941969142,24.7469127408851
"95%",0.779342143185983,0.615246816452542,2.71464612413913,24.7044913042828
"95%",0.776599769828572,0.625823937047831,2.67182366817176,24.9853484227342
"95%",0.779108967866539,0.616142435582666,2.72330897403565,24.5330269206126
"95%",0.777077974376779,0.623972634725473,2.66274277540104,25.0910500970563
"95%",0.776032743340883,0.62802289908887,2.63899054711183,25.307700434582
"95%",0.781644966069531,0.606438601198822,2.72066874847333,24.4589776603053
"95%",0.779470244790083,0.614755075191586,2.7155155500254,24.6277741150753
"95%",0.775497930820106,0.630100718472247,2.66388520086861,25.1050997055705
"95%",0.999791376155897,0.000417363779909261,3.16315390885605,21.0767113270536
"95%",0.784594688489479,0.595253014201703,2.79974174343559,23.8632768646646
"95%",0.77477189748676,0.632927352443444,2.6425712484262,25.2619282500467
"95%",0.781506727130871,0.606965478416628,2.74290007898847,24.3379063585858
"95%",0.779017250965577,0.616494906120187,2.68057537526194,24.743531682081
"95%",0.781648314523699,0.606425842033651,2.76229812265024,24.1971970077841
"95%",0.780638489691715,0.61028012171805,2.73658143696479,24.4140413549192
"95%",0.778273874678548,0.619355660444393,2.69291258697485,24.7110791719959
"95%",0.781251371279117,0.607939359675816,2.74191920871199,24.3665138494532
"95%",0.780939019302929,0.609131727076131,2.73304946712185,24.3935876836537
"95%",0.775034577984895,0.631903884842882,2.65124937977835,25.2460749692267
"95%",0.779766085329165,0.613620230858089,2.72065286429783,24.5369213211286
"95%",0.778721512712725,0.617632162845813,2.71718642599501,24.6126297894743
"95%",0.779463299569461,0.614781730357074,2.71105295290389,24.6891675547338
"95%",0.778983881847253,0.616623171004509,2.72145711228923,24.6426633971782
"95%",0.778218910021594,0.619567461165635,2.68809552666762,24.8544040605531
"95%",0.999995000036697,9.99999999936574e-06,3.02654677711121,22.2638189469238
"95%",0.779600642181466,0.614254734387128,2.72347861004051,24.5314988437411
"95%",0.777737424253589,0.621424461847793,2.70389419396751,24.8710660668729
"95%",0.771181653247584,0.647005618550947,2.56674849918256,25.8408261444872
"95%",0.778733935920953,0.617584367266011,2.71474759933108,24.6555667350043
"95%",0.780232562124417,0.611833072084654,2.76086074517458,24.2909576968755
"95%",0.783250175185104,0.60033808375513,2.73804006714854,24.0478845878669
"95%",0.999995000036053,9.99999999937218e-06,3.06042218628432,21.8306522128171
"95%",0.78071168567756,0.610000317888797,2.72567748000852,24.5117086901101
"95%",0.775499947607951,0.630092876064075,2.67381573723006,25.0817401641427
"95%",0.999995000039884,1e-05,3.10225545785798,21.5362703944741
"95%",0.777872062712523,0.620904889014152,2.69615160202908,24.8046524986464
"95%",0.784276601387285,0.596454023594168,2.75405691747621,23.9314076340869
"95%",0.776567886035861,0.625947474848909,2.6875749703959,24.8838094969118
"95%",0.999995000039884,1e-05,3.12548759899985,21.3761885967943
"95%",0.999995000039884,1e-05,3.22113021886708,20.6588283051173
"95%",0.77821334684439,0.619588900445751,2.70286044882037,24.7430841652175
"95%",0.778967745425188,0.616685201571,2.71201503121422,24.6804091546766
"95%",0.778919611522166,0.61687025435368,2.68862913752899,24.7142899318086
"95%",0.774561989617286,0.633745845673373,2.64959193024544,25.2356226111274
"95%",0.777450474127546,0.622532580229176,2.66475826553251,25.0187353510947
"95%",0.780461377602668,0.610957441209581,2.74936105127384,24.324598452071
"95%",0.780191019146271,0.611992119516597,2.73089870040894,24.4842849773775
"95%",0.777929702609828,0.620682525978553,2.70360763116559,24.8053566630477
"95%",0.786571497491541,0.587817120864723,2.78699228536185,23.6708131669028
"95%",0.781149574502196,0.608327822427071,2.73037297266411,24.4174999120904
"95%",0.778920464581377,0.616866974476457,2.70178905120559,24.6298933331995
"95%",0.999995000038179,9.99999999979501e-06,3.14573458352872,21.0027374991972
"95%",0.77883895766392,0.617180397328921,2.72738241127988,24.589126662487
"95%",0.781475320357056,0.607085214080129,2.71052027267551,24.6487779658679
"95%",0.780045869910713,0.612547994775425,2.70754442502706,24.4018296022381
"95%",0.781364301458469,0.607508563389545,2.74306533851788,24.3563328350251
"95%",0.778923546401705,0.616855125443512,2.70065772010855,24.7070994434263
"95%",0.783056132493024,0.601073825058646,2.80155847926889,23.8713930360121
"95%",0.999995000025256,9.99999999992424e-06,3.13078396754994,21.4208173617556
"95%",0.779698279722996,0.613880235422801,2.7289272686797,24.4825185119304
"95%",0.783873233337136,0.597978833209144,2.7459731256884,23.8702643361217
"95%",0.780693673853877,0.610069164825475,2.74093953274634,24.4675049437533
"95%",0.776515311783023,0.626151208918884,2.65665336195919,25.1947211339001
"95%",0.999995000043756,9.99999999929516e-06,3.07405062406426,21.7553683236291
"95%",0.774338530379831,0.634617805843312,2.65723857000489,25.1806099201236
"95%",0.782808865590091,0.602012053363964,2.75061831122305,24.2377801194656
"95%",0.779713463608312,0.613822006876778,2.74340798636375,24.4454896615249
"95%",0.999995000039884,1e-05,3.0766378844011,21.5582412412864
"95%",0.77718496311183,0.623558843262638,2.70981728937114,24.8167031038489
"95%",0.782639972448156,0.602653338796373,2.78019989995395,24.188451750219
"95%",0.775292210613369,0.630900949860923,2.63710293338115,25.281107148336
"95%",0.781283271395877,0.607817653645842,2.73450357276909,24.335231009632
"95%",0.778322063323755,0.619170002011033,2.71543093072944,24.6973512782314
"95%",0.782208925376717,0.604291633878007,2.74761089153439,24.1398452482331
"95%",0.777084509562421,0.623947354932935,2.67020016691235,24.98892018666
"95%",0.779983531441926,0.612786812833736,2.71436449965144,24.5937659743013
"95%",0.775810184025507,0.62888712540518,2.66169068502493,25.0804669561947
"95%",0.777140613874173,0.623730351375704,2.70179551664896,24.7737625558791
"95%",0.77893250220959,0.616820692691315,2.70295100312002,24.8113826297954
"95%",0.781207389192291,0.608107182054799,2.76437401249989,24.159821324468
"95%",0.999995000039884,1e-05,3.04271079899001,21.9295960942222
"95%",0.778711042471729,0.617672446332305,2.6928487589419,24.7116648935559
"95%",0.780773223251281,0.609765132448196,2.73454959698226,24.4321816093196
"95%",0.999995000039884,1e-05,3.15715815165282,21.1617566063917
"95%",0.780770083236479,0.609777131861439,2.72854610106664,24.5101607577224
"95%",0.783522850677388,0.599304986429017,2.77357243860798,24.1122613713182
"95%",0.776601248983655,0.625818206189959,2.68939951504599,24.8620934342732
"95%",0.775363989316463,0.630621675826077,2.65643109016179,25.2458841550132
"95%",0.780699238358308,0.610047895078392,2.72893849869862,24.5066364096854
"95%",0.772118660216451,0.64331516651422,2.59743477334282,25.6672015421581
"95%",0.781449784661517,0.607182575873536,2.74363166332938,24.2542674475655
"95%",0.777849091485248,0.620993519148369,2.68074282890056,24.8232599645866
"95%",0.780616327003857,0.610364855579239,2.72539586567827,24.5384916056429
"95%",0.778802245402121,0.617321596459943,2.70401471171414,24.7080802052328
"95%",0.778548175174083,0.618299245593778,2.71868685882018,24.5990461737187
"95%",0.77703894423939,0.624123624788194,2.67560734947728,24.9951113286729
"95%",0.780837262380915,0.609520437100455,2.72222225255929,24.5227755414232
"95%",0.774405203886606,0.634357571564313,2.62772579940858,25.425412494789
"95%",0.779483421365562,0.614704506294028,2.71034341358781,24.6747711883018
"95%",0.771810317548491,0.644528321284578,2.60199687028377,25.6221990815573
"95%",0.775444907594823,0.630306921457706,2.63858214175005,25.3001201732921
"95%",0.77834774359796,0.61907107459419,2.70121214576238,24.779112854577
"95%",0.77970572363931,0.613851688450562,2.73204295736526,24.4545980483389
"95%",0.778335770711316,0.619117196373914,2.72829372688122,24.5809133038847
"95%",0.779923591643007,0.613016487876029,2.72738860198236,24.5205628282642
"95%",0.781477594421945,0.607076543985034,2.74195798263094,24.3902729347554
"95%",0.779115424187162,0.616117627784355,2.71426372034958,24.6599621481805
"95%",0.777345877415653,0.622936763826724,2.68210484008132,24.9297123013041
"95%",0.781750878254044,0.606035094655433,2.70760824939713,24.3419478258256
"95%",0.999995000039884,1e-05,3.07051413412246,21.7411294517482
"95%",0.781574947093512,0.606705438202988,2.7816968745001,24.1090077724778
"95%",0.783715941335316,0.598573974566447,2.80955373540249,23.7799375506841
"95%",0.780706534355576,0.610020007468064,2.73496947364326,24.3764628682273
"95%",0.782929474042444,0.601554322068882,2.7623106114571,24.1866400165331
"95%",0.999995000039884,1e-05,3.04304033807753,21.9770677158523
"95%",0.783847276524349,0.598077024117736,2.77297210094136,24.117481582053
"95%",0.783553196448264,0.599190071273653,2.77214052965532,23.926240756722
"95%",0.999995000039884,1e-05,3.11987375669703,21.4957260446973
"95%",0.774333004487667,0.634639376610642,2.66123752806803,25.2697214836063
"95%",0.777251809933954,0.623300379616447,2.6900658455972,24.8361996352288
"95%",0.773117611814403,0.639393381289695,2.62228644619677,25.5746093891711
"95%",0.783284204243996,0.600209105893712,2.75372754696794,24.2104132245789
"95%",0.780726899369715,0.609942169484079,2.72617079896635,24.4872571075481
"95%",0.774333150236483,0.634638807663266,2.63359852229394,25.3479961764378
"95%",0.776824574079463,0.62495327407514,2.69489909984158,24.8855148498666
"95%",0.77863519421069,0.617964308533243,2.71633692978618,24.6203270436206
