"","Nu_Optimal","Eps_Optimal","Scale_Optimal","C2"
"95%",0.782605953143263,0.602782552787209,2.75669948028637,24.1392928811694
"95%",0.999995000029126,9.99999999944145e-06,3.0650183086652,21.7699903014405
"95%",0.779620728255996,0.614177682307749,2.74267119345925,24.3839304293891
"95%",0.778824888251095,0.617234507715026,2.72980313642429,24.5673216039474
"95%",0.7801944334904,0.611979046867633,2.70666457812727,24.5050318609819
"95%",0.777726632358637,0.621466118016316,2.71548422713381,24.7649131834513
"95%",0.781239934697977,0.607982995883755,2.73093025434183,24.4445808043778
"95%",0.78225523277173,0.604115520519457,2.73457325484829,24.4006697334136
"95%",0.999995000039884,1e-05,3.02533861662672,22.0657763420258
"95%",0.999995000039884,1e-05,3.05550344044077,21.8874253868792
"95%",0.774427422650326,0.634270861982277,2.62042250008578,25.4754511042375
"95%",0.781543652360843,0.606824719927051,2.74106392448055,24.3741168443649
"95%",0.779846871593489,0.613310527044908,2.71376964804861,24.5991568670471
"95%",0.779250163234464,0.615600026327995,2.71733704295269,24.5668624164637
"95%",0.778068679413979,0.620146555683225,2.68328125681061,24.8460282166781
"95%",0.780707581895302,0.610016003494737,2.72050936879065,24.4604105772961
"95%",0.780787024102251,0.609712394640737,2.70768904124629,24.495760300995
"95%",0.999995000039884,1e-05,3.05870841526329,21.7558417166979
"95%",0.781328613544337,0.607644685260671,2.75130349553708,24.2834032964874
"95%",0.776963195894555,0.624416716697462,2.68474414936705,24.8854299166324
"95%",0.781316873959294,0.607689466218104,2.74951078023885,24.3438363963009
"95%",0.782486380497668,0.60323683478331,2.79231239583902,23.970684907513
"95%",0.779550271926463,0.614447981884134,2.70002570480978,24.7243739770551
"95%",0.779208534867563,0.615759917581625,2.70710843909762,24.581496322394
"95%",0.780341960481757,0.61141434421269,2.74823822864449,24.3551086315445
"95%",0.786462019478925,0.588227671942481,2.82277786911469,23.6685334344485
"95%",0.777001464904572,0.624268633830073,2.68564056933235,24.9017326948653
"95%",0.999995000039884,1e-05,3.08514285194625,21.498810559828
"95%",0.779288304982705,0.615453546167776,2.71083388744264,24.6459263633416
"95%",0.783385350244978,0.599825824630589,2.78187321890737,23.9969401983023
"95%",0.780784498157044,0.609722046968697,2.76097480634123,24.4442823530998
"95%",0.78024128486644,0.611799679802141,2.72629387795086,24.5304088869048
"95%",0.78192610923542,0.605367804384423,2.74759376030841,24.219292204438
"95%",0.776865383198338,0.624795290465624,2.67908176195737,24.9176588118034
"95%",0.781484522339748,0.607050131019714,2.7374310160694,24.4064643021012
"95%",0.773347369271393,0.638493215292389,2.64134006264485,25.3407887725662
"95%",0.776323327721003,0.626895480447082,2.69189394416733,24.8438849966234
"95%",0.781660705778449,0.606378626821523,2.74477252303909,24.2705617900312
"95%",0.778914169685213,0.616891177569996,2.74058125901914,24.4231548996126
"95%",0.778031138140715,0.620291311044372,2.70345252458267,24.7501619827147
"95%",0.780071441891633,0.612450042956176,2.73092805309388,24.5572018977296
"95%",0.777365383581759,0.622861377318437,2.68396681685741,24.8723064883278
"95%",0.779509526254407,0.614604327763173,2.71235141832616,24.6321372377303
"95%",0.775341190293759,0.630710374260578,2.66224396681198,25.1205766284766
"95%",0.999995000039884,1e-05,3.1774359079608,21.047506703265
"95%",0.780909055503516,0.609246174847912,2.73384152097775,24.418549781007
"95%",0.772036660060791,0.643637669572934,2.60398107130365,25.7043499054663
"95%",0.777360593558844,0.622879889122326,2.67832573160442,25.0395053807836
"95%",0.778250374795092,0.619446210154444,2.70422085403042,24.7306367275162
"95%",0.779366024271784,0.615155128818112,2.72340369224017,24.625049807741
"95%",0.780137984011923,0.612195196341011,2.71990170059645,24.5115041493522
"95%",0.780486298038906,0.610862115547416,2.71624752514244,24.5444795449943
"95%",0.777839537164875,0.621030384665947,2.68825193936767,24.8326595791767
"95%",0.774350704787545,0.634570283452005,2.65288355232605,25.3492962693505
"95%",0.778858388393378,0.617105671668021,2.67523885661276,24.6364763193705
"95%",0.771097888097767,0.647336092560185,2.578001459307,25.9158163514469
"95%",0.778123919028676,0.619933589928776,2.6796165761851,24.880007987902
"95%",0.782144222637301,0.60453775214608,2.7641969944878,24.1701342221242
"95%",0.778596992316612,0.618111336125561,2.70627175308169,24.6874735684187
"95%",0.783137058896805,0.600766923754888,2.76073221684571,24.1489853355545
"95%",0.785983410283953,0.59002422149493,2.79968131793801,23.768696713314
"95%",0.776299338253577,0.626988514508808,2.69033463275658,24.92773603382
"95%",0.782353540375958,0.6037417320914,2.74464201584668,24.3224598646923
"95%",0.780092588782109,0.612369047393601,2.72243786980944,24.4430834870284
"95%",0.780449498888769,0.611002882423907,2.69444830574363,24.4838149404366
"95%",0.783307685557189,0.600120114785414,2.74307252783821,24.2592113276871
"95%",0.777315312118323,0.623054900916283,2.72705688714649,24.544277356105
"95%",0.777492681630419,0.622369521155508,2.70064833282461,24.7585371306857
"95%",0.784082547418568,0.597187333486895,2.79503024985342,23.8526512632542
"95%",0.77929925729716,0.615411488134468,2.71093919847859,24.6902035433196
"95%",0.783932315906462,0.59775536347917,2.81014851476427,23.8185420636442
"95%",0.999995000031484,9.99999999941787e-06,3.13617919898971,21.2859154524346
"95%",0.776398966685374,0.626602191716943,2.70485318849028,24.7248552552043
"95%",0.773851263472269,0.636521411944263,2.61387964181134,25.3748874519859
"95%",0.999995000039884,1e-05,3.06743763864029,21.7807239278637
"95%",0.775494860632337,0.630112657193768,2.66862532188678,25.0605070046762
"95%",0.999995000022635,9.99999999950637e-06,3.12738856204433,21.3177481778661
"95%",0.999995000024963,9.99999999926104e-06,3.05752137322569,21.8513639702465
"95%",0.782745731263568,0.602251732078151,2.77282520923144,24.1140703000517
"95%",0.777202470263991,0.62349114623221,2.69887553512415,24.7796175487299
"95%",0.777763303316078,0.621324576025828,2.68416138969493,24.8705035135634
"95%",0.78261323108796,0.60275490808391,2.75566848854247,24.2689219875547
"95%",0.778028109889368,0.620302988458126,2.73034191324178,24.5624737483423
"95%",0.775390390211258,0.630518972860228,2.64804899094332,25.1297375417117
"95%",0.778182783233974,0.619706693005762,2.70969514624079,24.7496297364074
"95%",0.775743471012409,0.629146304630823,2.66411133718452,25.1029687230252
"95%",0.78160282977648,0.606599172050831,2.76622998758079,24.1762629543639
"95%",0.782464589739215,0.603319641753216,2.70382397749261,24.3760168147929
"95%",0.780567837871863,0.610550264016828,2.70699450522697,24.4067867786309
"95%",0.999995000033433,9.99999999984247e-06,3.0341358407567,22.0415654018052
"95%",0.777641489761674,0.621794816214198,2.6915520810181,24.8422100009563
"95%",0.780323620551979,0.611484530715794,2.7418313252236,24.3913996301527
"95%",0.788984899997846,0.57880388633749,2.77568913847744,23.3817162665413
"95%",0.783543364237946,0.599227303214339,2.77253532320917,24.0461794163299
"95%",0.775762107842359,0.629073895016441,2.63363623244517,25.1845341839102
"95%",0.782194694454202,0.604345761408116,2.72875755724386,24.2121318270327
"95%",0.78147427285656,0.607089207800171,2.71996964833429,24.2903584385438
"95%",0.776499312617553,0.62621321540713,2.66827634521331,24.9392369944652
"95%",0.779336040213057,0.615270249005717,2.71295799690637,24.6065163373346
"95%",0.777335903092701,0.622975313996189,2.68845073898582,24.8511201653507
"95%",0.778288612184418,0.619298877496511,2.69271617789619,24.8572950812421
"95%",0.782537337294494,0.6030432172153,2.74349944723722,24.2554363213058
"95%",0.777249852283249,0.6233079480732,2.68212057195051,24.9097721675412
"95%",0.778784071024337,0.6173915033137,2.69721101318718,24.7501752539916
"95%",0.774802995677738,0.632806139770414,2.64544244125356,25.255137413424
"95%",0.779539041558462,0.614491072014847,2.69167040833202,24.8459482130439
"95%",0.999995000039884,1e-05,3.05050783450467,21.8936602819263
"95%",0.781119703892476,0.608441835204141,2.72941274149559,24.4581716273514
"95%",0.784317836645745,0.596298259925301,2.79604274688027,23.8750841239762
"95%",0.778946844934005,0.616765550765144,2.73319792279663,24.5368076013242
"95%",0.78204339276617,0.60492139627161,2.71474342783121,24.2779697204217
"95%",0.776442902788986,0.626431863955192,2.68313877753411,24.9249513785725
"95%",0.783044500383853,0.601117944800137,2.79717515424157,23.9290129910182
"95%",0.999995000039884,1e-05,3.08531289111909,21.6545338287972
"95%",0.783391884621968,0.599801067728517,2.74848258896787,24.0383686493756
"95%",0.777090939682247,0.623922482095237,2.67931402249477,24.9154987854766
"95%",0.783364671622757,0.599904173567678,2.78660442772907,24.0197854916018
"95%",0.783154920522352,0.600699197192438,2.7860760888856,23.9293112223173
"95%",0.777608597069101,0.621921825223788,2.66452436041394,25.0742734297175
"95%",0.778631846865321,0.617977190717193,2.71420605283501,24.6153059394211
"95%",0.999995000043613,9.99999999974067e-06,3.12593639379554,21.4540358854104
"95%",0.999995000039854,9.99999999911213e-06,3.0911023358406,21.5963232596196
"95%",0.771324232694454,0.646443319544946,2.60727376680869,25.671888183007
"95%",0.779496448577084,0.614654512783138,2.74340590489308,24.3774001698835
"95%",0.780196045172074,0.611972876202474,2.6954362868425,24.6071116753039
"95%",0.774534894797123,0.633851537944678,2.66999338145297,25.2772340953418
"95%",0.778394282598535,0.61889181504578,2.6888560602419,24.7945149633641
"95%",0.999995000039884,1e-05,3.20406557989536,20.8725763890838
"95%",0.780928821358286,0.609170677212524,2.72903631363765,24.4294593981178
"95%",0.784282166330169,0.596433001133017,2.789606348438,23.8545399702223
"95%",0.779205576514989,0.615771281214497,2.70893046764035,24.6632437307847
"95%",0.775845221367686,0.628751028690414,2.67353301163834,25.0145045080322
"95%",0.780118201202954,0.612270955778121,2.72684036580945,24.5012554496676
"95%",0.999995000039884,1e-05,3.15867009095132,21.1066302906996
"95%",0.781483364910254,0.607054543724339,2.76640739317015,24.1310970460066
"95%",0.772956450023131,0.640025206460203,2.61491651391961,25.5499600149821
"95%",0.779421604534312,0.6149417651841,2.70723730031354,24.6585126710715
"95%",0.77947171776418,0.614749422120846,2.71320239071755,24.6696084424053
"95%",0.776555837598765,0.625994161439312,2.66896099667505,24.9793391147548
"95%",0.778972444896844,0.616667135832085,2.69899537179326,24.7785173220085
"95%",0.7798124478984,0.613442484318056,2.73565420911939,24.4671422217306
"95%",0.781754350251154,0.60602186934441,2.74370383305772,24.2988623687203
"95%",0.77709587318866,0.623903398780637,2.6710795738545,24.8314959888249
"95%",0.781270378734599,0.607866840473748,2.75902921810146,24.2154058879943
"95%",0.999995000039884,1e-05,3.1583451835247,21.2338891638047
"95%",0.781776097467411,0.605939034663507,2.74969761766128,24.3421822727292
"95%",0.78231664821987,0.603881990512499,2.74974042482793,24.3418033206492
"95%",0.775753422024372,0.629107641440745,2.67321082351142,24.9927958489268
"95%",0.999995000039884,1e-05,3.08882975936466,21.6512753314563
"95%",0.780972411745207,0.609004196782127,2.74861823684936,24.3517414338062
"95%",0.778905086084433,0.616926103772205,2.71182161232115,24.6369495949169
"95%",0.774330751311417,0.634648172179946,2.65720140859286,25.2385654136448
"95%",0.999995000039884,1e-05,3.13353503260939,21.402011105698
"95%",0.78128217601632,0.60782183255033,2.75631510284076,24.239250550238
"95%",0.781826677452834,0.605746399492145,2.74923320339776,24.0318055297548
"95%",0.776790471381095,0.625085311591601,2.66064108177245,25.1017631327816
"95%",0.999995000039884,1e-05,3.15117335347896,21.2822158749089
"95%",0.779266954984102,0.615535536762702,2.7198262222056,24.6574398836465
"95%",0.781472730272262,0.607095089111063,2.76670286662301,24.1721307982845
"95%",0.786595836892956,0.587725866188514,2.80565334720557,23.7092565516883
"95%",0.782943684726705,0.60150040184384,2.74828631898267,24.1339125643038
"95%",0.776812915538146,0.624998411492172,2.65064040930826,25.2056114962038
"95%",0.782043056453561,0.604922676108737,2.76707050765826,24.1450343199617
"95%",0.998696805331054,0.00261092507707289,3.15220033293744,21.2752821790058
"95%",0.999995000033182,9.99999999962293e-06,3.17207553365662,20.9096224286757
"95%",0.773868937778418,0.636452309924586,2.61694183563929,25.3913018314247
"95%",0.777517763090101,0.622272635420184,2.67326460739534,24.9718808563519
"95%",0.7809400361935,0.609127843225336,2.73933483460779,24.3895019802237
"95%",0.777685907936802,0.621623325600376,2.7063543316336,24.7111410321619
"95%",0.778430620511851,0.618751867326401,2.70760115510801,24.675352293716
"95%",0.779059093874133,0.616334089461374,2.71305536297834,24.6501064757424
"95%",0.779354860274714,0.615197990312333,2.70588786599021,24.6384496038984
"95%",0.782104766050601,0.604687864018251,2.74206749150048,24.2681029355649
"95%",0.780792951405506,0.609689745107919,2.74015920563036,24.3622506079978
"95%",0.774162786262879,0.635304030885061,2.63031304282624,25.4470245610312
"95%",0.782016201654084,0.605024876575802,2.76836925459689,24.1780031666139
"95%",0.780192838112405,0.611985155142961,2.73846737483402,24.3453263064859
"95%",0.7785137324305,0.618431842598894,2.68245445307673,24.9066716851543
"95%",0.781152544512538,0.608316486842262,2.75321296276893,24.311101796021
"95%",0.782050963862768,0.604892584849328,2.74634181129692,24.1510002328072
"95%",0.786523080972122,0.587998668451509,2.78649377597791,23.7104558673608
"95%",0.999725136371422,0.000549928788365495,3.1677271943167,21.1664289438482
"95%",0.775819394039076,0.628851349113488,2.64834893833315,25.2523761517966
"95%",0.777896238057968,0.620811620279771,2.67378464932633,25.0121503199033
"95%",0.775685740972841,0.629370631321169,2.64031789154941,25.1208015278332
"95%",0.778944479234615,0.616774645734849,2.69369060635911,24.7825214654512
"95%",0.778726850107746,0.617611628144369,2.7122145404592,24.7947683093736
"95%",0.781620786500878,0.606530740753741,2.72262195974285,24.5077795742458
"95%",0.78007708307225,0.612428435889682,2.71655641369665,24.5416886922948
"95%",0.999995000039884,1e-05,3.10785221136424,21.518752831121
"95%",0.778709167780548,0.617679659216427,2.70394347835636,24.8022756780279
"95%",0.781363939100683,0.607509945424748,2.74279874431112,24.306880684658
"95%",0.775654502279342,0.629492036138158,2.64202456716774,25.187039124067
"95%",0.775637203883475,0.629559269338543,2.65954852447212,25.1460362375881
"95%",0.780323742881338,0.611484062550015,2.73269716641785,24.4287753849017
"95%",0.777491526913662,0.62237398183813,2.67219026029133,24.9027088859852
"95%",0.782442608353584,0.60340317913219,2.76792535440593,23.9626771792895
"95%",0.776342885307747,0.626819639219368,2.67479998911242,24.9779470035561
"95%",0.782442735634182,0.603402695401568,2.78129654778121,24.0656253132722
"95%",0.999995000024182,9.99999999949089e-06,3.1135418322621,21.4406771676094
"95%",0.999995000043555,9.99999999929716e-06,3.13869253547465,21.2688705627816
"95%",0.781400636963558,0.607369987877405,2.73277674744527,24.3770996596326
"95%",0.785896134688892,0.590352130310285,2.8208641421073,23.6652465026228
"95%",0.784967450341205,0.593847160800432,2.81356711186381,23.7266226890024
"95%",0.779710090459128,0.613834942284638,2.70294270115979,24.7089152823487
"95%",0.782254770873183,0.604117277050477,2.77118960182321,24.1329945551183
"95%",0.775729431221421,0.629200856335427,2.66849269607572,25.0369852881421
"95%",0.782381520180492,0.603635368427291,2.75732850049829,24.2105520837706
"95%",0.780942033542448,0.609120214708528,2.74870827945147,24.3063306763478
"95%",0.774360803237914,0.634530865946,2.64624658069902,25.343047037697
"95%",0.783729854172067,0.598521320570668,2.79408174855369,23.9352709012962
"95%",0.999995000031368,9.99999999986312e-06,3.06838018616748,21.7277122699948
"95%",0.788563390041288,0.580372966356315,2.80554992875829,23.4921710228734
"95%",0.782197687630296,0.604334376607081,2.75881500090127,23.9483392972766
"95%",0.77915256279259,0.615974936481704,2.73078463051224,24.4458843540718
"95%",0.779124333817318,0.616083394244841,2.71459234482973,24.6313602675971
"95%",0.776932645830951,0.624534944362608,2.68257727381403,24.9301685453092
"95%",0.780077767685608,0.612425813684652,2.7394269360421,24.4810148741887
"95%",0.999995000039884,1e-05,3.11518647571333,21.4468741739975
"95%",0.775319879929096,0.630793287203384,2.64072552648961,25.3002486259813
"95%",0.777608519110903,0.621922126261254,2.66596396070158,24.8791441676298
"95%",0.782733579497454,0.602297869892495,2.75156597951817,24.2294323727881
"95%",0.778344452645006,0.619083751773612,2.7187632182103,24.6191504120984
"95%",0.787740862873235,0.583441065880927,2.82156916666421,23.380739506164
"95%",0.781292731995151,0.607781561814505,2.74491051554171,24.0337064945743
"95%",0.775724594127714,0.629219651483647,2.63751663555651,25.3310297544589
"95%",0.778076919106339,0.620114786662443,2.69537157512586,24.6885352483888
"95%",0.781570315234948,0.606723092031639,2.72791830680262,24.2195807459642
"95%",0.776547222903326,0.626027543736,2.66352577045248,25.1036061925556
"95%",0.771175636925379,0.647029351343451,2.60366538524736,25.7074664752441
"95%",0.999995000039884,1e-05,3.03305628531772,22.0494106541101
"95%",0.782714326668172,0.602370972787607,2.73046105897284,24.0058740829383
"95%",0.774308316309061,0.634735753741912,2.65913689961372,25.3804336835024
"95%",0.778364364457307,0.619007050983274,2.71466934031527,24.6354510211668
"95%",0.778847640523914,0.617147004657969,2.72962043327887,24.5212263902927
"95%",0.780096263214643,0.612354974376025,2.69176621719746,24.7677087980592
"95%",0.782360052839063,0.60371697445338,2.75134365090697,24.2313902874411
"95%",0.778132593626055,0.619900150208809,2.68735632504829,24.8083520590825
"95%",0.777117439459866,0.623819981860045,2.68987421804068,24.8750991578849
"95%",0.779983594105669,0.612786572744927,2.71183899474714,24.6367916762669
"95%",0.774855554942081,0.632601305803382,2.64696957365958,25.1868712369922
"95%",0.777133171830797,0.623759133833778,2.67375256673552,24.9877319256711
"95%",0.780932389433181,0.609157049121267,2.73370307683682,24.3877553436209
"95%",0.777134498778462,0.623754001748461,2.6763824733733,25.0089967595839
